id_registro,id_municipio,rede_geral,poco_ou_nascente,poço_ou_nascente_fora_da_propriedade,carro-pipa,agua_da_chuva_em_cisterna,agua_da_chuva_outra_forma,rio_acude_lago_igarapé,poço_ou_nascente_na_aldeia,poco_ou_nascente_fora_da_aldeia,outro
1396,1396,29474.0,181.0,331.0,7965.0,1561.0,308.0,513.0,,,678.0
1397,1397,633.0,91.0,32.0,743.0,81.0,,72.0,,,19.0
1398,1398,13025.0,345.0,309.0,2027.0,1148.0,108.0,49.0,,,506.0
1399,1399,2189.0,51.0,263.0,118.0,544.0,6.0,37.0,,,58.0
1400,1400,2023.0,500.0,137.0,358.0,894.0,31.0,203.0,,,114.0
1401,1401,1181.0,484.0,2109.0,6.0,136.0,,245.0,,,1.0
1402,1402,1018.0,6.0,11.0,423.0,83.0,7.0,59.0,,,106.0
1403,1403,4097.0,932.0,1592.0,49.0,83.0,5.0,1454.0,,,98.0
1404,1404,10972.0,2610.0,5322.0,1518.0,10.0,3.0,321.0,1970.0,12.0,187.0
1405,1405,930.0,230.0,444.0,1194.0,477.0,41.0,131.0,,,51.0
1406,1406,5758.0,1612.0,982.0,139.0,914.0,57.0,2243.0,,,183.0
1407,1407,,88.0,38.0,2918.0,1781.0,364.0,1429.0,,,23.0
1408,1408,4666.0,850.0,343.0,,215.0,9.0,315.0,,,39.0
1409,1409,2936.0,1040.0,1282.0,,,,58.0,,,47.0
1410,1410,1401.0,743.0,228.0,26.0,271.0,47.0,789.0,,,20.0
1411,1411,13012.0,582.0,167.0,82.0,216.0,12.0,253.0,,,334.0
1412,1412,97712.0,7899.0,11585.0,18.0,22.0,26.0,870.0,,,1701.0
1413,1413,2204.0,891.0,537.0,3.0,19.0,19.0,806.0,,,100.0
1414,1414,2187.0,1421.0,347.0,,72.0,12.0,1234.0,,,49.0
1415,1415,3987.0,1325.0,1082.0,,144.0,34.0,634.0,,,44.0
1416,1416,,64.0,140.0,185.0,715.0,184.0,648.0,,,692.0
1417,1417,2801.0,379.0,260.0,13.0,148.0,,473.0,,,58.0
1418,1418,25739.0,190.0,997.0,698.0,116.0,75.0,1738.0,,,1228.0
1419,1419,996.0,392.0,677.0,9.0,138.0,2.0,611.0,,,16.0
1420,1420,1277.0,165.0,197.0,151.0,20.0,7.0,563.0,,,38.0
1421,1421,2569.0,391.0,260.0,,34.0,,97.0,,,8.0
1422,1422,2609.0,328.0,130.0,254.0,492.0,12.0,436.0,,,70.0
1423,1423,9183.0,4192.0,2604.0,,319.0,5.0,1303.0,,,525.0
1424,1424,568.0,691.0,321.0,907.0,1062.0,70.0,544.0,,,225.0
1425,1425,4077.0,733.0,874.0,1.0,380.0,5.0,1100.0,,,384.0
1426,1426,2477.0,45.0,19.0,220.0,115.0,,3025.0,,,82.0
1427,1427,1614.0,586.0,174.0,157.0,97.0,4.0,2039.0,,,61.0
1428,1428,11342.0,2351.0,2144.0,66.0,107.0,26.0,2731.0,,,266.0
1429,1429,611.0,1405.0,1990.0,,169.0,,29.0,,,3.0
1430,1430,1493.0,472.0,498.0,,67.0,,681.0,,,21.0
1431,1431,,156.0,42.0,999.0,262.0,5.0,218.0,,,
1432,1432,2612.0,530.0,432.0,28.0,89.0,6.0,263.0,,,39.0
1433,1433,1665.0,221.0,116.0,716.0,792.0,9.0,457.0,,,1.0
1434,1434,1742.0,630.0,741.0,645.0,542.0,113.0,976.0,,,119.0
1435,1435,5875.0,798.0,215.0,5.0,110.0,5.0,608.0,,,117.0
1436,1436,3236.0,724.0,1554.0,578.0,63.0,,419.0,,,96.0
1437,1437,4570.0,1341.0,628.0,756.0,3005.0,40.0,561.0,,,122.0
1438,1438,2082.0,148.0,50.0,122.0,432.0,26.0,353.0,,,15.0
1439,1439,4407.0,226.0,746.0,1737.0,2107.0,51.0,443.0,,,490.0
1440,1440,31187.0,8911.0,6318.0,18.0,105.0,8.0,2021.0,,,1389.0
1441,1441,9203.0,875.0,614.0,328.0,1140.0,42.0,583.0,,,142.0
1442,1442,2445.0,183.0,130.0,20.0,206.0,2.0,98.0,,,112.0
1443,1443,1703.0,99.0,47.0,83.0,26.0,4.0,944.0,,,68.0
1444,1444,3559.0,173.0,223.0,68.0,1847.0,247.0,848.0,,,79.0
1445,1445,3327.0,901.0,852.0,,622.0,36.0,316.0,,,141.0
1446,1446,2729.0,52.0,192.0,327.0,175.0,4.0,535.0,,,372.0
1447,1447,2355.0,2663.0,1842.0,274.0,76.0,5.0,45.0,,,96.0
1448,1448,19128.0,822.0,1153.0,829.0,2602.0,72.0,454.0,,,1520.0
1449,1449,9707.0,209.0,111.0,1602.0,1456.0,23.0,169.0,,,418.0
1450,1450,,38.0,4.0,1946.0,580.0,21.0,102.0,,,477.0
1451,1451,58295.0,2663.0,1201.0,105.0,443.0,9.0,1227.0,,,1353.0
1452,1452,11759.0,901.0,770.0,328.0,527.0,12.0,1443.0,,,247.0
1453,1453,6353.0,60.0,105.0,461.0,2597.0,94.0,331.0,,,252.0
1454,1454,8746.0,658.0,705.0,282.0,1187.0,319.0,2696.0,,,304.0
1455,1455,7101.0,850.0,1393.0,59.0,1189.0,69.0,3156.0,,,266.0
1456,1456,8965.0,558.0,278.0,1456.0,1377.0,58.0,847.0,,,531.0
1457,1457,3.0,49.0,174.0,1198.0,383.0,6.0,871.0,,,128.0
1458,1458,5348.0,1449.0,1689.0,78.0,269.0,,267.0,,,96.0
1459,1459,11260.0,971.0,1118.0,14.0,76.0,14.0,954.0,,,100.0
1460,1460,1578.0,434.0,1076.0,3359.0,1537.0,181.0,1049.0,,,62.0
1461,1461,1834.0,156.0,81.0,14.0,8.0,,354.0,,,55.0
1462,1462,3222.0,215.0,873.0,,47.0,5.0,541.0,,,137.0
1463,1463,1659.0,263.0,854.0,343.0,112.0,5.0,218.0,,,39.0
1464,1464,1523.0,104.0,266.0,17.0,35.0,5.0,111.0,,,8.0
1465,1465,85634.0,5016.0,2034.0,17.0,47.0,31.0,26.0,,,1071.0
1466,1466,27897.0,1428.0,1918.0,136.0,940.0,16.0,2281.0,,,349.0
1467,1467,6986.0,224.0,125.0,7058.0,567.0,24.0,1365.0,,,1186.0
1468,1468,18269.0,309.0,844.0,378.0,1490.0,268.0,324.0,,,760.0
1469,1469,18057.0,6112.0,5363.0,27.0,29.0,10.0,2355.0,,,455.0
1470,1470,24283.0,1055.0,2845.0,205.0,4274.0,902.0,2806.0,8.0,5.0,3555.0
1471,1471,4859.0,121.0,49.0,2692.0,2365.0,518.0,1428.0,,,1721.0
1472,1472,30677.0,2574.0,3017.0,147.0,8.0,1.0,320.0,,,631.0
1473,1473,13253.0,1088.0,1329.0,235.0,3081.0,244.0,2424.0,,,627.0
1474,1474,15142.0,3732.0,2221.0,21.0,18.0,3.0,444.0,,,297.0
1475,1475,6511.0,1036.0,1583.0,174.0,419.0,52.0,113.0,,,305.0
1476,1476,10008.0,4285.0,3465.0,8.0,9.0,3.0,33.0,,,223.0
1477,1477,40982.0,1272.0,2998.0,17337.0,3706.0,546.0,5308.0,,,4892.0
1478,1478,58771.0,729.0,544.0,1165.0,1635.0,164.0,1885.0,,,3111.0
1479,1479,10988.0,1232.0,398.0,4.0,,,54.0,,,90.0
1480,1480,27475.0,4675.0,4788.0,1476.0,191.0,16.0,612.0,,,412.0
1481,1481,5663.0,1596.0,3627.0,,,114.0,112.0,,,75.0
1482,1482,12866.0,65.0,39.0,2411.0,234.0,39.0,3711.0,,,778.0
1483,1483,63081.0,536.0,2187.0,796.0,1396.0,622.0,2198.0,,,1407.0
1484,1484,6951.0,1447.0,912.0,372.0,645.0,8.0,878.0,,,747.0
1485,1485,47189.0,1255.0,1148.0,1580.0,2487.0,87.0,2637.0,,,2164.0
1486,1486,14164.0,1485.0,2953.0,3675.0,3692.0,114.0,7733.0,,,1156.0
1487,1487,27627.0,2834.0,5869.0,1610.0,1865.0,138.0,3726.0,,,1637.0
1488,1488,21635.0,3932.0,4673.0,736.0,4513.0,345.0,862.0,,,1087.0
1489,1489,27213.0,5617.0,3664.0,2.0,26.0,23.0,563.0,,,276.0
1490,1490,4715.0,2645.0,1075.0,4.0,11.0,1.0,105.0,,,273.0
1491,1491,3303.0,141.0,666.0,152.0,1535.0,53.0,1313.0,,,134.0
1492,1492,23684.0,574.0,1382.0,12516.0,1781.0,207.0,2589.0,,,2340.0
1493,1493,9248.0,1126.0,1717.0,31.0,66.0,13.0,196.0,,,130.0
1494,1494,18291.0,6026.0,8831.0,639.0,6318.0,1207.0,7909.0,158.0,,2441.0
1495,1495,158707.0,14911.0,8378.0,370.0,14.0,13.0,516.0,,,1328.0
1496,1496,23987.0,25.0,15.0,2228.0,16.0,51.0,3384.0,29.0,,1007.0
1497,1497,12458.0,209.0,362.0,2034.0,1466.0,124.0,1545.0,,,592.0
1498,1498,5705.0,946.0,2374.0,1356.0,7599.0,925.0,5918.0,,,1695.0
1499,1499,4336.0,502.0,1637.0,544.0,2293.0,94.0,945.0,,,712.0
1500,1500,4282.0,332.0,379.0,65.0,37.0,13.0,306.0,,,213.0
1501,1501,117464.0,19437.0,4408.0,1487.0,136.0,99.0,21.0,,,553.0
1502,1502,14238.0,813.0,894.0,91.0,134.0,1.0,548.0,,,300.0
1503,1503,7134.0,195.0,346.0,5.0,23.0,1.0,42.0,,,409.0
1504,1504,12702.0,5615.0,3260.0,193.0,836.0,34.0,366.0,,,512.0
1505,1505,5815.0,1248.0,1988.0,49.0,5678.0,511.0,3506.0,,,673.0
1506,1506,8455.0,2651.0,3271.0,657.0,796.0,17.0,2077.0,,,631.0
1507,1507,1946.0,2672.0,1281.0,2342.0,632.0,26.0,1070.0,931.0,346.0,519.0
1508,1508,61061.0,5947.0,4389.0,1561.0,197.0,54.0,114.0,,,1305.0
1509,1509,277067.0,1456.0,4573.0,11365.0,4521.0,1161.0,5302.0,,,7535.0
1510,1510,2717.0,353.0,1087.0,646.0,6123.0,307.0,1464.0,,,1060.0
1511,1511,28160.0,2463.0,4904.0,13.0,8.0,11.0,1338.0,,,258.0
1512,1512,6299.0,399.0,2358.0,1389.0,76.0,11.0,177.0,,,56.0
1513,1513,8095.0,556.0,2875.0,,62.0,13.0,177.0,,,606.0
1514,1514,11091.0,4126.0,3037.0,909.0,165.0,11.0,547.0,,,229.0
1515,1515,10675.0,8508.0,3466.0,302.0,14.0,6.0,190.0,,,841.0
1516,1516,10478.0,2852.0,2540.0,9.0,74.0,24.0,624.0,,,617.0
1517,1517,9022.0,1087.0,1022.0,4.0,,,1094.0,,,98.0
1518,1518,5168.0,148.0,583.0,913.0,6197.0,363.0,2851.0,,,917.0
1519,1519,19509.0,336.0,661.0,341.0,1098.0,34.0,711.0,,,613.0
1520,1520,17310.0,3138.0,3639.0,3729.0,692.0,331.0,3552.0,,,1411.0
1521,1521,7484.0,328.0,445.0,6233.0,599.0,51.0,1250.0,,,492.0
1522,1522,50682.0,4704.0,6183.0,,7.0,9.0,834.0,,,962.0
1523,1523,11566.0,4117.0,3957.0,3030.0,1763.0,347.0,4063.0,,,2718.0
1524,1524,13122.0,1484.0,1370.0,2019.0,1214.0,61.0,593.0,,,681.0
1525,1525,2022.0,78.0,4.0,,8.0,,,,,
1526,1526,9204.0,302.0,657.0,352.0,45.0,24.0,494.0,,,324.0
1527,1527,9438.0,2896.0,5159.0,1637.0,489.0,39.0,1634.0,,,804.0
1528,1528,18682.0,388.0,552.0,4490.0,101.0,11.0,2112.0,810.0,,2036.0
1529,1529,4693.0,162.0,328.0,671.0,5852.0,245.0,2087.0,,,223.0
1530,1530,15671.0,3341.0,4762.0,23.0,12.0,26.0,1092.0,,,2862.0
1531,1531,105825.0,9021.0,5661.0,1937.0,847.0,85.0,978.0,,,4325.0
1532,1532,14039.0,2389.0,5088.0,2271.0,552.0,98.0,2720.0,,,1821.0
1533,1533,49436.0,14769.0,7641.0,428.0,146.0,96.0,278.0,,,2672.0
1534,1534,3683.0,187.0,118.0,1213.0,552.0,3.0,835.0,,,205.0
1535,1535,63649.0,2328.0,3163.0,1785.0,1088.0,85.0,1559.0,,,2409.0
1536,1536,8775.0,337.0,1444.0,203.0,2651.0,221.0,3178.0,,,1501.0
1537,1537,15530.0,920.0,4167.0,3564.0,255.0,38.0,285.0,1167.0,,914.0
1538,1538,3366.0,47.0,25.0,282.0,2613.0,126.0,752.0,,,292.0
1539,1539,81217.0,11413.0,8291.0,8.0,31.0,14.0,111.0,,,541.0
1540,1540,6097.0,1160.0,1485.0,334.0,664.0,30.0,1800.0,,,193.0
1541,1541,13682.0,2008.0,1909.0,,36.0,16.0,94.0,,,410.0
1542,1542,7365.0,1564.0,6641.0,2232.0,104.0,21.0,96.0,,,984.0
1543,1543,2282.0,367.0,427.0,394.0,278.0,1.0,496.0,,,216.0
1544,1544,47483.0,16712.0,13073.0,290.0,19.0,44.0,706.0,,,1952.0
1545,1545,11317.0,509.0,4298.0,7488.0,949.0,59.0,1091.0,,,2277.0
1546,1546,3712.0,26.0,2.0,426.0,6.0,15.0,81.0,,,96.0
1547,1547,12786.0,1843.0,444.0,198.0,3882.0,743.0,4816.0,,,1464.0
1548,1548,29141.0,3186.0,1731.0,15.0,16.0,1.0,241.0,,,1012.0
1549,1549,7977.0,1008.0,1078.0,210.0,836.0,234.0,2351.0,,,144.0
1550,1550,19886.0,492.0,1968.0,1.0,14.0,24.0,167.0,,,272.0
1551,1551,11899.0,239.0,1936.0,23.0,15.0,1.0,63.0,,,1495.0
1552,1552,502176.0,90010.0,39308.0,460.0,318.0,195.0,193.0,,,10221.0
1553,1553,5889.0,988.0,3776.0,,1.0,9.0,218.0,,,566.0
1554,1554,3952.0,856.0,769.0,3980.0,2212.0,229.0,1366.0,,,2423.0
1555,1555,10540.0,24.0,6.0,2069.0,63.0,6.0,980.0,,,230.0
1556,1556,17063.0,1861.0,3423.0,516.0,4136.0,403.0,2875.0,,,431.0
1557,1557,9855.0,2173.0,3055.0,,2.0,1.0,397.0,,,276.0
1558,1558,3644.0,1145.0,1770.0,920.0,1574.0,56.0,1248.0,,,225.0
1559,1559,2993.0,2898.0,3033.0,1993.0,511.0,66.0,663.0,,,1515.0
1560,1560,9227.0,1666.0,2125.0,34.0,346.0,30.0,589.0,,,459.0
1561,1561,14092.0,939.0,3524.0,458.0,73.0,5.0,8.0,,,1529.0
1562,1562,8293.0,2092.0,3003.0,1366.0,353.0,22.0,107.0,,,734.0
1563,1563,10507.0,572.0,617.0,,20.0,12.0,205.0,,,121.0
1564,1564,7910.0,1727.0,2710.0,32.0,671.0,62.0,852.0,,,1626.0
1565,1565,17324.0,91.0,829.0,2628.0,213.0,9.0,877.0,,,721.0
1566,1566,28207.0,1365.0,546.0,1457.0,1973.0,155.0,767.0,,,1999.0
1567,1567,36573.0,2302.0,5300.0,4331.0,1293.0,390.0,2454.0,,,1433.0
1568,1568,19621.0,2173.0,1385.0,7.0,40.0,15.0,368.0,,,256.0
1569,1569,8646.0,1842.0,2453.0,4.0,150.0,57.0,183.0,,,237.0
1570,1570,4477.0,869.0,406.0,1466.0,7367.0,548.0,1935.0,,,992.0
1571,1571,6774.0,1894.0,1500.0,,27.0,23.0,1269.0,,,400.0
1572,1572,8616.0,620.0,384.0,1925.0,1303.0,158.0,701.0,69.0,,457.0
1573,1573,6632.0,330.0,764.0,1992.0,315.0,25.0,640.0,,,381.0
1574,1574,46112.0,5342.0,3830.0,448.0,22.0,36.0,166.0,,,590.0
1575,1575,24900.0,1496.0,2283.0,792.0,22.0,10.0,43.0,,,1117.0
1576,1576,351515.0,15297.0,5020.0,182.0,89.0,64.0,83.0,,,4195.0
1577,1577,9612.0,1964.0,5163.0,911.0,3541.0,267.0,769.0,,,583.0
1578,1578,10940.0,68.0,24.0,258.0,3.0,7.0,1508.0,,,318.0
1579,1579,35494.0,1312.0,1734.0,8057.0,4666.0,394.0,10673.0,,,1809.0
1580,1580,46945.0,4379.0,5058.0,7.0,6.0,96.0,595.0,,,1421.0
1581,1581,4340.0,1505.0,1473.0,,3.0,,14.0,,,831.0
1582,1582,12701.0,2906.0,3773.0,84.0,2822.0,298.0,1901.0,,,1081.0
1583,1583,3411.0,945.0,2040.0,1491.0,1044.0,247.0,803.0,,,976.0
1584,1584,10750.0,359.0,438.0,6996.0,246.0,16.0,710.0,,,631.0
1585,1585,16609.0,1475.0,2852.0,805.0,3565.0,161.0,1845.0,,,1263.0
1586,1586,33804.0,7790.0,7601.0,405.0,51.0,43.0,791.0,,,701.0
1587,1587,270480.0,23523.0,3818.0,24.0,186.0,73.0,58.0,,,1550.0
1588,1588,11394.0,757.0,1041.0,25.0,1210.0,941.0,4530.0,,,941.0
1589,1589,41783.0,1438.0,3423.0,3675.0,3616.0,158.0,3059.0,1159.0,42.0,3918.0
1590,1590,28990.0,97.0,20.0,1858.0,22.0,12.0,815.0,,,533.0
1591,1591,267011.0,216.0,230.0,7844.0,1221.0,153.0,7571.0,,,7617.0
1592,1592,4410.0,1433.0,1474.0,616.0,2452.0,229.0,74.0,,,522.0
1593,1593,14841.0,1815.0,1367.0,2627.0,297.0,95.0,2137.0,,,756.0
1594,1594,7142.0,1741.0,2727.0,2.0,,4.0,962.0,,,650.0
1595,1595,13956.0,4465.0,4492.0,189.0,40.0,,436.0,,,376.0
1596,1596,2761.0,514.0,869.0,357.0,1268.0,354.0,384.0,,,231.0
1597,1597,1331293.0,153570.0,17947.0,1556.0,429.0,541.0,1017.0,,,16965.0
1598,1598,9192.0,141.0,285.0,2261.0,3919.0,506.0,2286.0,,,525.0
1599,1599,32138.0,7253.0,3565.0,,7.0,9.0,522.0,,,823.0
1600,1600,12693.0,5024.0,2969.0,20.0,4.0,1.0,539.0,,,879.0
1601,1601,6477.0,1647.0,1033.0,504.0,1153.0,43.0,57.0,,,285.0
1602,1602,3783.0,176.0,221.0,10.0,4085.0,81.0,713.0,,,195.0
1603,1603,48221.0,336.0,291.0,699.0,1407.0,289.0,3249.0,15.0,52.0,1369.0
1604,1604,5902.0,2155.0,5310.0,95.0,110.0,30.0,456.0,,,1191.0
1605,1605,17172.0,297.0,1060.0,1272.0,539.0,64.0,648.0,,,870.0
1606,1606,4935.0,198.0,129.0,6121.0,429.0,26.0,1622.0,,,120.0
1607,1607,5485.0,2037.0,2843.0,162.0,965.0,32.0,33.0,,,177.0
1608,1608,68970.0,437.0,229.0,13672.0,1708.0,245.0,207.0,,,1570.0
1609,1609,4245.0,251.0,116.0,5945.0,946.0,72.0,1627.0,,,139.0
1610,1610,30108.0,270.0,616.0,4717.0,49.0,8.0,1748.0,,,1860.0
1611,1611,4067.0,216.0,458.0,950.0,5543.0,442.0,565.0,,,735.0
1612,1612,7258.0,232.0,249.0,770.0,1035.0,26.0,1118.0,,,285.0
1613,1613,6918.0,1557.0,4327.0,5.0,24.0,9.0,864.0,,,178.0
1614,1614,29121.0,689.0,1424.0,3481.0,5706.0,890.0,8580.0,,,3230.0
1615,1615,22780.0,307.0,340.0,3271.0,3183.0,95.0,2556.0,,,2566.0
1616,1616,11220.0,1764.0,3662.0,465.0,764.0,82.0,1208.0,,,2112.0
1617,1617,14642.0,1707.0,2242.0,23.0,677.0,70.0,518.0,,,542.0
1618,1618,12525.0,3343.0,1254.0,11.0,,5.0,626.0,,,331.0
1619,1619,18460.0,3070.0,5138.0,3853.0,368.0,22.0,1338.0,,,312.0
1620,1620,21618.0,2293.0,2475.0,241.0,1200.0,70.0,3620.0,,,187.0
1621,1621,77163.0,13711.0,9978.0,133.0,65.0,43.0,773.0,,,903.0
1622,1622,9515.0,1857.0,3466.0,281.0,98.0,5.0,709.0,,,1040.0
1623,1623,60554.0,4747.0,3636.0,1460.0,1165.0,212.0,5854.0,,,1353.0
1624,1624,7698.0,674.0,2071.0,3195.0,451.0,34.0,3906.0,,,260.0
1625,1625,18589.0,2397.0,2438.0,1438.0,2476.0,345.0,3349.0,,,2667.0
1626,1626,22768.0,8443.0,4573.0,9.0,34.0,23.0,2274.0,,,1694.0
1627,1627,1915.0,462.0,660.0,370.0,784.0,35.0,1426.0,,,80.0
1628,1628,47433.0,342.0,524.0,601.0,6596.0,446.0,1520.0,,,918.0
1629,1629,19061.0,609.0,2396.0,451.0,339.0,48.0,2996.0,,,461.0
1630,1630,6380.0,202.0,97.0,772.0,3927.0,134.0,575.0,,,619.0
1631,1631,8269.0,815.0,5651.0,3683.0,826.0,42.0,231.0,1049.0,,1344.0
1632,1632,11936.0,4880.0,2748.0,,28.0,14.0,194.0,,,860.0
1633,1633,9554.0,1288.0,2058.0,8635.0,1466.0,261.0,519.0,,,983.0
1634,1634,2668.0,861.0,844.0,277.0,1463.0,46.0,413.0,,,147.0
1635,1635,7111.0,13.0,4.0,1676.0,4.0,,4.0,,,438.0
1636,1636,42353.0,1905.0,2728.0,552.0,194.0,63.0,2356.0,,,3466.0
1637,1637,27626.0,614.0,765.0,5007.0,121.0,21.0,653.0,,,630.0
1638,1638,9815.0,501.0,856.0,907.0,13.0,15.0,345.0,,,599.0
1639,1639,22061.0,35.0,118.0,2083.0,328.0,86.0,145.0,,,1212.0
1640,1640,6538.0,2987.0,4101.0,125.0,920.0,70.0,67.0,,,129.0
1641,1641,9526.0,696.0,2502.0,2061.0,4352.0,384.0,2460.0,428.0,,1943.0
1642,1642,6131.0,260.0,364.0,200.0,507.0,,395.0,,,33.0
1643,1643,9142.0,321.0,448.0,257.0,815.0,173.0,2929.0,,,1906.0
1644,1644,6340.0,400.0,185.0,1395.0,42.0,3.0,421.0,,,319.0
1645,1645,172.0,18.0,324.0,70.0,6060.0,197.0,347.0,,,682.0
1646,1646,10973.0,386.0,768.0,1164.0,2704.0,207.0,824.0,,,1139.0
1647,1647,23697.0,3369.0,2323.0,56.0,8.0,14.0,246.0,,,856.0
1648,1648,101390.0,6161.0,8734.0,4370.0,127.0,73.0,2419.0,,,6014.0
1649,1649,11307.0,894.0,1214.0,,2.0,5.0,151.0,,,468.0
1650,1650,11158.0,389.0,1854.0,780.0,2117.0,154.0,632.0,,,2242.0
1651,1651,8207.0,1956.0,6545.0,,2.0,14.0,491.0,,,177.0
1652,1652,171386.0,29987.0,6431.0,901.0,278.0,102.0,821.0,,,2902.0
1653,1653,31050.0,4732.0,5513.0,13.0,29.0,5.0,1705.0,,,488.0
1654,1654,12624.0,138.0,966.0,3.0,,,38.0,,,324.0
1655,1655,6364.0,197.0,813.0,,2.0,,20.0,,,10.0
1656,1656,11618.0,51.0,13.0,1001.0,1588.0,156.0,895.0,,,1429.0
1657,1657,1055.0,1777.0,1505.0,98.0,7.0,,75.0,,,16.0
1658,1658,2793.0,5.0,633.0,385.0,1610.0,105.0,1099.0,,,373.0
1659,1659,18567.0,3932.0,2906.0,,,23.0,69.0,,,226.0
1660,1660,5612.0,2522.0,1580.0,3.0,2.0,,72.0,,,138.0
1661,1661,1861.0,172.0,552.0,1224.0,3495.0,301.0,1554.0,,,983.0
1662,1662,16985.0,1002.0,1777.0,,,,23.0,,,268.0
1663,1663,3927.0,1654.0,888.0,,,,7.0,,,14.0
1664,1664,31318.0,2996.0,12832.0,,8.0,,3206.0,,,244.0
1665,1665,7564.0,29.0,36.0,11.0,28.0,36.0,838.0,,,481.0
1666,1666,4074.0,278.0,230.0,1068.0,6174.0,678.0,3456.0,,,1232.0
1667,1667,9357.0,4615.0,1623.0,249.0,,6.0,452.0,,,359.0
1668,1668,4820.0,24.0,11.0,316.0,1243.0,19.0,321.0,,,1385.0
1669,1669,4101.0,2309.0,599.0,,,4.0,8.0,,,66.0
1670,1670,3325.0,1383.0,1928.0,170.0,1602.0,57.0,2233.0,,,206.0
1671,1671,11982.0,2610.0,2624.0,1.0,9.0,,1160.0,,,1601.0
1672,1672,4723.0,244.0,396.0,,,,2.0,,,150.0
1673,1673,44960.0,2546.0,3667.0,7.0,2.0,4.0,11.0,,,565.0
1674,1674,13859.0,123.0,242.0,916.0,1002.0,230.0,3174.0,,,2783.0
1675,1675,42880.0,42.0,45.0,477.0,679.0,17.0,539.0,,,3149.0
1676,1676,3395.0,56.0,37.0,788.0,4488.0,350.0,703.0,,,1042.0
1677,1677,5640.0,103.0,336.0,572.0,7400.0,560.0,1608.0,,,999.0
1678,1678,7072.0,9360.0,4499.0,12.0,12.0,23.0,137.0,,,86.0
1679,1679,1347.0,8.0,2841.0,,20.0,,,,,114.0
1680,1680,7235.0,1175.0,3383.0,,7.0,7.0,292.0,,,189.0
1681,1681,14667.0,3109.0,7786.0,1560.0,3975.0,292.0,3374.0,,,1406.0
1682,1682,11177.0,1119.0,1821.0,6.0,,,734.0,,,277.0
1683,1683,11867.0,214.0,521.0,656.0,5514.0,685.0,4332.0,,,1308.0
1684,1684,16522.0,2031.0,2785.0,317.0,10.0,21.0,276.0,,,1280.0
1685,1685,6264.0,383.0,575.0,449.0,6690.0,445.0,1414.0,,,1510.0
1686,1686,4312.0,28.0,68.0,64.0,,,8.0,,,876.0
1687,1687,3161.0,1494.0,2120.0,,4.0,9.0,70.0,,,78.0
1688,1688,3054.0,2873.0,1587.0,,1.0,,81.0,,,56.0
1689,1689,3516.0,,3.0,1055.0,128.0,13.0,322.0,,,451.0
1690,1690,8292.0,2022.0,1208.0,,6.0,4.0,70.0,,,262.0
1691,1691,12680.0,3849.0,4768.0,2.0,17.0,4.0,757.0,59.0,2.0,141.0
1692,1692,1667.0,1558.0,884.0,3.0,,,21.0,,,37.0
1693,1693,14071.0,7703.0,1873.0,1.0,4.0,2.0,6.0,,,112.0
1694,1694,11229.0,2479.0,2809.0,282.0,112.0,26.0,163.0,,,1076.0
1695,1695,7124.0,12119.0,5249.0,1468.0,296.0,13.0,326.0,,,249.0
1696,1696,687321.0,49865.0,174976.0,2914.0,148.0,75.0,2905.0,,,7268.0
1697,1697,8009.0,25.0,65.0,1006.0,2228.0,631.0,3560.0,,,3253.0
1698,1698,1584.0,1086.0,876.0,,37.0,,32.0,,,6.0
1699,1699,15774.0,5714.0,4293.0,4.0,8.0,1.0,1194.0,,,1619.0
1700,1700,4417.0,13.0,20.0,212.0,2926.0,175.0,1117.0,,,1369.0
1701,1701,42257.0,1822.0,511.0,154.0,21.0,18.0,56.0,,,666.0
1702,1702,7459.0,1080.0,4764.0,1.0,4.0,3.0,34.0,,,222.0
1703,1703,8276.0,1594.0,3542.0,407.0,4327.0,1118.0,3120.0,,,2256.0
1704,1704,12454.0,7714.0,3357.0,,,2.0,126.0,,,65.0
1705,1705,13284.0,771.0,1123.0,1.0,,3.0,167.0,,,78.0
1706,1706,1598.0,66.0,305.0,203.0,1413.0,166.0,1295.0,,,216.0
1707,1707,4076.0,7.0,19.0,173.0,940.0,22.0,75.0,,,1605.0
1708,1708,16683.0,2237.0,3058.0,1043.0,31.0,37.0,373.0,,,1306.0
1709,1709,4640.0,4116.0,2193.0,1.0,,6.0,629.0,,,446.0
1710,1710,16791.0,37.0,113.0,442.0,559.0,28.0,227.0,,,2069.0
1711,1711,5677.0,69.0,46.0,1225.0,557.0,11.0,226.0,,,588.0
1712,1712,2248.0,168.0,1280.0,,91.0,21.0,1033.0,,,101.0
1713,1713,4718.0,69.0,92.0,963.0,2434.0,41.0,606.0,,,2084.0
1714,1714,3949.0,23.0,8.0,244.0,3629.0,60.0,711.0,,,2225.0
1715,1715,4185.0,13.0,6.0,91.0,21.0,8.0,,,,768.0
1716,1716,51708.0,3991.0,4469.0,239.0,2874.0,260.0,4481.0,64.0,,1927.0
1717,1717,17685.0,37.0,47.0,2611.0,1674.0,68.0,612.0,,,1034.0
1718,1718,5894.0,24.0,76.0,451.0,2179.0,54.0,164.0,3.0,,1403.0
1719,1719,9546.0,865.0,380.0,,6.0,12.0,396.0,,,64.0
1720,1720,5677.0,5210.0,2654.0,46.0,,,204.0,,,925.0
1721,1721,5652.0,583.0,528.0,,51.0,8.0,453.0,,,126.0
