id_registro,id_municipio,rede_geral,fossa_septica,fossa_rudimendar,vala,Rio_lago_mar,outros,nao_possui
939,939,3234.0,461.0,12656.0,434.0,93.0,657.0,4370.0
940,940,29435.0,5256.0,23927.0,1496.0,764.0,2591.0,9041.0
941,941,39564.0,11207.0,55912.0,2493.0,468.0,3276.0,7672.0
942,942,2713.0,1160.0,10428.0,70.0,3.0,992.0,1674.0
943,943,568.0,842.0,17848.0,236.0,57.0,452.0,2382.0
944,944,61.0,126.0,6206.0,211.0,5.0,323.0,2133.0
945,945,476.0,832.0,4486.0,207.0,8.0,124.0,689.0
946,946,6212.0,8550.0,29719.0,334.0,16.0,387.0,510.0
947,947,514.0,1782.0,13149.0,268.0,101.0,111.0,3059.0
948,948,12762.0,2866.0,4373.0,526.0,73.0,195.0,941.0
949,949,1420106.0,372729.0,540096.0,28001.0,39339.0,18588.0,8639.0
950,950,65.0,249.0,13297.0,67.0,,284.0,781.0
951,951,1383.0,102.0,9345.0,374.0,21.0,172.0,1559.0
952,952,205.0,19.0,5137.0,46.0,67.0,149.0,497.0
953,953,747.0,129.0,10568.0,84.0,2.0,25.0,3455.0
954,954,254.0,6194.0,21436.0,1979.0,49.0,2598.0,19907.0
955,955,983.0,185.0,2904.0,23.0,,46.0,478.0
956,956,2067.0,676.0,6291.0,484.0,11.0,67.0,599.0
957,957,3105.0,1473.0,17018.0,203.0,54.0,590.0,1613.0
958,958,1782.0,1095.0,29693.0,410.0,5.0,1059.0,3681.0
959,959,987.0,1997.0,781.0,135.0,16.0,64.0,126.0
960,960,802.0,463.0,13224.0,371.0,98.0,406.0,3920.0
961,961,3017.0,4447.0,46581.0,206.0,3.0,402.0,387.0
962,962,242.0,143.0,9188.0,120.0,2.0,134.0,3050.0
963,963,218.0,3908.0,16810.0,574.0,19.0,859.0,1372.0
964,964,1663.0,53.0,8503.0,17.0,,326.0,723.0
965,965,94.0,2629.0,14364.0,169.0,,208.0,809.0
966,966,17336.0,5353.0,29804.0,1076.0,121.0,1203.0,10398.0
967,967,17266.0,9114.0,61138.0,1089.0,314.0,915.0,6340.0
968,968,6036.0,1618.0,9267.0,906.0,959.0,637.0,6061.0
969,969,49.0,178.0,9656.0,151.0,5.0,47.0,1239.0
970,970,1739.0,65.0,8129.0,424.0,7.0,198.0,1411.0
971,971,1772.0,1105.0,31224.0,531.0,46.0,457.0,5045.0
972,972,5082.0,2651.0,20516.0,618.0,67.0,875.0,7964.0
973,973,2702.0,206.0,9037.0,554.0,33.0,111.0,1049.0
974,974,7001.0,642.0,10801.0,447.0,19.0,220.0,3107.0
975,975,12.0,264.0,6655.0,35.0,,24.0,270.0
976,976,1157.0,896.0,31367.0,174.0,2.0,307.0,582.0
977,977,11482.0,1014.0,27507.0,1924.0,460.0,1462.0,4346.0
978,978,30069.0,7843.0,51674.0,1465.0,62.0,2731.0,21797.0
979,979,754.0,1971.0,12697.0,844.0,32.0,519.0,1750.0
980,980,2261.0,2242.0,26243.0,979.0,134.0,1322.0,3991.0
981,981,663.0,268.0,11016.0,769.0,243.0,236.0,5672.0
982,982,789.0,265.0,13041.0,481.0,13.0,1138.0,2065.0
983,983,5254.0,703.0,3637.0,63.0,2.0,18.0,542.0
984,984,16978.0,1526.0,11983.0,387.0,221.0,396.0,2820.0
985,985,2362.0,1987.0,20395.0,805.0,99.0,2470.0,4022.0
986,986,7071.0,2621.0,6989.0,1540.0,22.0,992.0,7373.0
987,987,1115.0,200.0,5010.0,176.0,3.0,91.0,1032.0
988,988,1914.0,333.0,12761.0,410.0,,92.0,1106.0
989,989,84202.0,32886.0,123315.0,1855.0,134.0,1918.0,3929.0
990,990,5151.0,1052.0,11397.0,482.0,13.0,391.0,5262.0
991,991,4533.0,4047.0,15257.0,957.0,357.0,1425.0,4417.0
992,992,7459.0,4224.0,42423.0,304.0,32.0,433.0,1191.0
993,993,306.0,1506.0,12959.0,373.0,17.0,487.0,2341.0
994,994,105183.0,38464.0,60900.0,1721.0,549.0,552.0,1291.0
995,995,19567.0,16368.0,67298.0,2061.0,567.0,1503.0,5750.0
996,996,886.0,995.0,16730.0,526.0,308.0,348.0,4670.0
997,997,160.0,231.0,7447.0,96.0,4.0,502.0,1744.0
998,998,7741.0,5449.0,15319.0,725.0,77.0,820.0,4961.0
999,999,3982.0,4009.0,23942.0,2293.0,31.0,1957.0,7908.0
1000,1000,925.0,151.0,10602.0,518.0,12.0,409.0,980.0
1001,1001,2775.0,647.0,19917.0,608.0,147.0,479.0,3659.0
1002,1002,1117.0,1709.0,7366.0,562.0,21.0,520.0,1748.0
1003,1003,243.0,2285.0,7253.0,375.0,20.0,741.0,1871.0
1004,1004,995.0,2292.0,22971.0,624.0,43.0,591.0,6606.0
1005,1005,10412.0,1107.0,16311.0,2799.0,626.0,1584.0,9681.0
1006,1006,577.0,400.0,12079.0,183.0,83.0,774.0,2586.0
1007,1007,3604.0,2040.0,46561.0,968.0,113.0,1001.0,7604.0
1008,1008,475.0,39.0,4710.0,48.0,23.0,54.0,2708.0
1009,1009,2767.0,1653.0,12280.0,638.0,85.0,784.0,2464.0
1010,1010,2303.0,233.0,9377.0,296.0,12.0,83.0,1777.0
1011,1011,1735.0,1553.0,6316.0,136.0,183.0,268.0,1258.0
1012,1012,4998.0,955.0,6194.0,315.0,148.0,115.0,1500.0
1013,1013,5910.0,407.0,20728.0,948.0,117.0,573.0,2168.0
1014,1014,3895.0,3036.0,13157.0,401.0,110.0,632.0,6163.0
1015,1015,1288.0,1492.0,19789.0,121.0,,94.0,1130.0
1016,1016,7252.0,753.0,11425.0,168.0,57.0,447.0,1226.0
1017,1017,432.0,3774.0,55687.0,397.0,12.0,696.0,718.0
1018,1018,44519.0,11938.0,13945.0,771.0,333.0,337.0,277.0
1019,1019,3003.0,2346.0,5471.0,136.0,89.0,74.0,453.0
1020,1020,2107.0,506.0,2831.0,42.0,,64.0,415.0
1021,1021,352.0,1067.0,5601.0,179.0,,117.0,1539.0
1022,1022,1314.0,364.0,8357.0,118.0,52.0,280.0,1485.0
1023,1023,3747.0,6098.0,18909.0,510.0,,778.0,1392.0
1024,1024,6447.0,1926.0,19100.0,248.0,,257.0,1914.0
1025,1025,5238.0,3734.0,10486.0,1571.0,176.0,639.0,9394.0
1026,1026,1041.0,62.0,8359.0,128.0,,330.0,1350.0
1027,1027,9911.0,4539.0,15068.0,975.0,145.0,1178.0,10004.0
1028,1028,4190.0,320.0,1790.0,1185.0,25.0,227.0,456.0
1029,1029,5666.0,3891.0,20248.0,612.0,52.0,667.0,4169.0
1030,1030,1771.0,181.0,11493.0,329.0,24.0,456.0,1476.0
1031,1031,51.0,216.0,17490.0,164.0,,110.0,564.0
1032,1032,102.0,662.0,12053.0,615.0,7.0,182.0,1795.0
1033,1033,72.0,577.0,7902.0,304.0,6.0,128.0,1217.0
1034,1034,1118.0,234.0,7501.0,46.0,,177.0,2903.0
1035,1035,3116.0,1161.0,7037.0,188.0,239.0,688.0,2616.0
1036,1036,443.0,357.0,7506.0,126.0,,125.0,1690.0
1037,1037,36.0,18.0,5355.0,15.0,,186.0,489.0
1038,1038,2246.0,592.0,9623.0,1130.0,153.0,555.0,5613.0
1039,1039,36473.0,5714.0,28449.0,1142.0,611.0,982.0,6777.0
1040,1040,3334.0,122.0,7151.0,477.0,27.0,108.0,3750.0
1041,1041,22996.0,7848.0,29391.0,2603.0,1015.0,1371.0,6286.0
1042,1042,385.0,154.0,17675.0,423.0,13.0,245.0,468.0
1043,1043,1165.0,3469.0,19030.0,933.0,13.0,117.0,1597.0
1044,1044,858.0,206.0,14389.0,465.0,138.0,313.0,3026.0
1045,1045,13626.0,6138.0,45422.0,673.0,70.0,593.0,3120.0
1046,1046,601.0,775.0,9125.0,199.0,9.0,216.0,4801.0
1047,1047,700.0,996.0,6725.0,427.0,4.0,913.0,5661.0
1048,1048,4004.0,5632.0,20384.0,2053.0,80.0,1016.0,9467.0
1049,1049,8384.0,1528.0,11696.0,2127.0,479.0,948.0,4686.0
1050,1050,2936.0,628.0,6674.0,1139.0,46.0,363.0,5341.0
1051,1051,8615.0,3044.0,27313.0,763.0,103.0,386.0,3823.0
1052,1052,7835.0,3681.0,27551.0,562.0,10.0,566.0,3556.0
1053,1053,1737.0,93.0,5419.0,40.0,6.0,197.0,389.0
1054,1054,411.0,119.0,9791.0,262.0,71.0,303.0,1341.0
1055,1055,6899.0,2567.0,12838.0,1308.0,117.0,431.0,2248.0
1056,1056,462.0,4.0,4595.0,186.0,,91.0,1501.0
1057,1057,127747.0,13007.0,27910.0,5321.0,1574.0,2769.0,8125.0
1058,1058,1913.0,216.0,12340.0,417.0,17.0,530.0,2125.0
1059,1059,2931.0,4105.0,19617.0,756.0,47.0,482.0,1153.0
1060,1060,2375.0,578.0,15276.0,672.0,55.0,236.0,6222.0
1061,1061,147.0,50.0,5893.0,224.0,7.0,154.0,2414.0
1062,1062,10241.0,7698.0,27804.0,1216.0,69.0,804.0,7705.0
1063,1063,240.0,220.0,13448.0,140.0,37.0,69.0,2628.0
1064,1064,20814.0,6165.0,31955.0,2534.0,1.0,1054.0,6044.0
1065,1065,1570.0,1475.0,38648.0,1106.0,18.0,911.0,7521.0
1066,1066,190.0,74.0,11733.0,106.0,,263.0,2030.0
1067,1067,1905.0,386.0,25554.0,788.0,,315.0,2707.0
1068,1068,954.0,59.0,4550.0,222.0,4.0,508.0,1224.0
1069,1069,552.0,735.0,13204.0,513.0,16.0,324.0,3400.0
1070,1070,2111.0,1583.0,13460.0,355.0,50.0,253.0,1872.0
1071,1071,2573.0,395.0,6781.0,143.0,39.0,63.0,2860.0
1072,1072,988.0,3488.0,10547.0,828.0,12.0,223.0,1468.0
1073,1073,6339.0,402.0,25468.0,294.0,34.0,781.0,5024.0
1074,1074,1120.0,3781.0,31414.0,1107.0,74.0,1842.0,15495.0
1075,1075,8457.0,482.0,1865.0,21.0,4.0,93.0,61.0
1076,1076,722.0,6338.0,42450.0,692.0,18.0,1298.0,1528.0
1077,1077,4093.0,1447.0,4093.0,148.0,5.0,476.0,541.0
1078,1078,200.0,10.0,2569.0,11.0,10.0,2.0,166.0
1079,1079,6652.0,876.0,3296.0,566.0,5.0,421.0,1613.0
1080,1080,19.0,602.0,4097.0,14.0,,40.0,85.0
1081,1081,811.0,216.0,10961.0,32.0,,82.0,145.0
1082,1082,971.0,3428.0,5755.0,320.0,32.0,422.0,556.0
1083,1083,1641.0,48.0,4486.0,42.0,7.0,119.0,538.0
1084,1084,636.0,3014.0,28300.0,897.0,,660.0,1158.0
1085,1085,2690.0,4717.0,16411.0,575.0,180.0,404.0,249.0
1086,1086,1311.0,1365.0,9607.0,107.0,,160.0,314.0
1087,1087,64.0,1473.0,5632.0,189.0,5.0,210.0,1695.0
1088,1088,76.0,784.0,7392.0,34.0,,26.0,216.0
1089,1089,144.0,2223.0,20865.0,183.0,,234.0,443.0
1090,1090,17.0,914.0,2537.0,295.0,6.0,51.0,113.0
1091,1091,19.0,710.0,4039.0,170.0,,21.0,105.0
1092,1092,37.0,955.0,1202.0,26.0,3.0,48.0,153.0
1093,1093,23.0,982.0,8058.0,131.0,,40.0,162.0
1094,1094,2487.0,1244.0,7675.0,29.0,6.0,49.0,53.0
1095,1095,99.0,2327.0,3364.0,27.0,,62.0,112.0
1096,1096,839.0,1034.0,1285.0,4.0,,118.0,20.0
1097,1097,44237.0,3121.0,12424.0,759.0,526.0,559.0,495.0
1098,1098,3692.0,772.0,4665.0,237.0,23.0,308.0,565.0
1099,1099,688.0,958.0,25587.0,1920.0,391.0,505.0,727.0
1100,1100,1250.0,1224.0,13865.0,1619.0,34.0,129.0,1384.0
1101,1101,1148.0,54.0,6039.0,93.0,,25.0,35.0
1102,1102,2674.0,1736.0,4243.0,236.0,,543.0,312.0
1103,1103,17564.0,19351.0,27731.0,1130.0,11.0,659.0,1278.0
1104,1104,417.0,112.0,8931.0,375.0,124.0,79.0,870.0
1105,1105,158.0,926.0,2889.0,556.0,43.0,288.0,539.0
1106,1106,2.0,11.0,3835.0,82.0,2.0,20.0,805.0
1107,1107,4562.0,624.0,2370.0,163.0,,137.0,73.0
1108,1108,33104.0,1733.0,5181.0,1053.0,83.0,667.0,568.0
1109,1109,1566.0,42.0,4130.0,4.0,,51.0,674.0
1110,1110,526.0,323.0,4121.0,25.0,2.0,29.0,198.0
1111,1111,2644.0,206.0,2511.0,129.0,38.0,145.0,141.0
1112,1112,1450.0,558.0,7707.0,168.0,112.0,227.0,213.0
1113,1113,478.0,8751.0,14504.0,283.0,,186.0,289.0
1114,1114,15.0,254.0,4709.0,80.0,,89.0,554.0
1115,1115,14.0,190.0,2465.0,16.0,,122.0,35.0
1116,1116,5846.0,629.0,1937.0,263.0,,97.0,180.0
1117,1117,32.0,,2617.0,51.0,,21.0,146.0
1118,1118,64.0,6.0,4017.0,,,71.0,44.0
1119,1119,,18.0,1936.0,3.0,,4.0,126.0
1120,1120,4178.0,5282.0,11850.0,422.0,104.0,166.0,430.0
1121,1121,58.0,3939.0,6853.0,246.0,,463.0,791.0
1122,1122,20.0,1683.0,7274.0,66.0,,113.0,175.0
1123,1123,3807.0,819.0,6770.0,750.0,,73.0,172.0
1124,1124,477.0,1769.0,9024.0,29.0,,287.0,573.0
1125,1125,85.0,2481.0,10017.0,224.0,6.0,489.0,498.0
1126,1126,33.0,9.0,2012.0,8.0,,3.0,4.0
1127,1127,122.0,990.0,4418.0,305.0,3.0,100.0,974.0
1128,1128,29.0,160.0,5150.0,48.0,,96.0,69.0
1129,1129,28.0,26.0,7431.0,20.0,,77.0,333.0
1130,1130,41.0,907.0,5410.0,133.0,,16.0,250.0
1131,1131,613.0,1629.0,2685.0,105.0,,37.0,251.0
1132,1132,864.0,131.0,7496.0,97.0,6.0,25.0,338.0
1133,1133,2796.0,33.0,1568.0,250.0,167.0,66.0,628.0
1134,1134,54.0,176.0,2279.0,25.0,,29.0,33.0
1135,1135,661.0,2199.0,9392.0,309.0,38.0,193.0,690.0
1136,1136,6307.0,2507.0,2746.0,74.0,117.0,99.0,204.0
1137,1137,3798.0,1809.0,24103.0,1120.0,,464.0,845.0
1138,1138,611.0,368.0,1459.0,28.0,22.0,84.0,29.0
1139,1139,607.0,689.0,4226.0,71.0,6.0,7.0,256.0
1140,1140,3687.0,1871.0,9452.0,676.0,9.0,1250.0,671.0
1141,1141,15.0,263.0,2986.0,2.0,,101.0,146.0
1142,1142,39.0,364.0,5420.0,66.0,11.0,166.0,136.0
1143,1143,26.0,627.0,5905.0,63.0,,148.0,211.0
1144,1144,22.0,443.0,2133.0,11.0,,24.0,6.0
1145,1145,4627.0,1637.0,7038.0,152.0,23.0,193.0,304.0
1146,1146,33.0,129.0,7139.0,63.0,,67.0,115.0
1147,1147,5584.0,559.0,3589.0,79.0,9.0,157.0,280.0
1148,1148,1529.0,1.0,2559.0,67.0,,228.0,226.0
1149,1149,2218.0,407.0,940.0,24.0,,10.0,30.0
1150,1150,308.0,55.0,7707.0,167.0,,606.0,755.0
1151,1151,4402.0,8911.0,52634.0,1200.0,317.0,823.0,905.0
1152,1152,19035.0,1159.0,7591.0,151.0,253.0,250.0,400.0
1153,1153,81.0,685.0,2730.0,16.0,,7.0,15.0
1154,1154,1328.0,1160.0,4187.0,510.0,180.0,262.0,623.0
1155,1155,4.0,18.0,7966.0,21.0,,11.0,157.0
1156,1156,276.0,255.0,9368.0,29.0,,62.0,339.0
1157,1157,,750.0,3178.0,4.0,,19.0,218.0
1158,1158,84.0,472.0,10057.0,251.0,12.0,368.0,135.0
1159,1159,1354.0,3448.0,15052.0,463.0,7.0,285.0,49.0
1160,1160,528.0,13.0,1553.0,29.0,11.0,101.0,24.0
1161,1161,101385.0,65490.0,85575.0,1070.0,468.0,2827.0,1656.0
1162,1162,244802.0,246960.0,291116.0,4465.0,5382.0,3131.0,1628.0
1163,1163,224.0,4888.0,17517.0,188.0,7.0,134.0,210.0
1164,1164,3814.0,996.0,25629.0,1974.0,333.0,1524.0,1073.0
1165,1165,63.0,40.0,3753.0,5.0,,46.0,371.0
1166,1166,734.0,29.0,3818.0,49.0,,51.0,14.0
1167,1167,21.0,22.0,3120.0,508.0,10.0,2.0,264.0
1168,1168,484.0,220.0,2458.0,351.0,3.0,19.0,291.0
1169,1169,2153.0,19.0,2506.0,23.0,,27.0,111.0
1170,1170,14115.0,74.0,5655.0,88.0,38.0,148.0,138.0
1171,1171,8347.0,105007.0,85888.0,730.0,3.0,611.0,237.0
1172,1172,6351.0,76.0,4408.0,73.0,,41.0,118.0
1173,1173,142.0,14.0,2680.0,14.0,,16.0,23.0
1174,1174,525.0,1982.0,7652.0,847.0,,229.0,700.0
1175,1175,11140.0,4708.0,10172.0,566.0,225.0,166.0,581.0
1176,1176,22.0,95.0,3256.0,5.0,,35.0,55.0
1177,1177,8.0,102.0,2081.0,47.0,,239.0,86.0
1178,1178,2645.0,710.0,3173.0,271.0,,122.0,233.0
1179,1179,4981.0,86.0,7407.0,269.0,11.0,927.0,395.0
1180,1180,4436.0,3839.0,4775.0,33.0,,126.0,192.0
1181,1181,162.0,655.0,1908.0,483.0,,56.0,187.0
1182,1182,128.0,1132.0,12196.0,31.0,,123.0,296.0
1183,1183,5.0,72.0,6755.0,80.0,,18.0,357.0
1184,1184,2.0,9.0,4927.0,29.0,15.0,69.0,132.0
1185,1185,57.0,56.0,7465.0,454.0,,198.0,152.0
1186,1186,475.0,439.0,3280.0,50.0,6.0,201.0,238.0
1187,1187,25.0,100.0,2841.0,9.0,,8.0,72.0
1188,1188,1282.0,531.0,1220.0,13.0,,3.0,84.0
1189,1189,163.0,454.0,3045.0,66.0,,70.0,353.0
1190,1190,3913.0,268.0,2700.0,116.0,,37.0,16.0
1191,1191,46.0,34.0,9352.0,95.0,8.0,124.0,321.0
1192,1192,346.0,637.0,3204.0,,,20.0,202.0
1193,1193,9.0,22.0,3240.0,20.0,7.0,56.0,240.0
1194,1194,28073.0,906.0,3994.0,1048.0,73.0,359.0,1260.0
1195,1195,42.0,16.0,4571.0,16.0,,75.0,28.0
1196,1196,5601.0,2370.0,3175.0,1261.0,8.0,391.0,977.0
1197,1197,1560.0,30.0,910.0,8.0,,3.0,8.0
1198,1198,4272.0,186.0,16416.0,235.0,66.0,285.0,640.0
1199,1199,33.0,1966.0,826.0,55.0,,59.0,28.0
1200,1200,2086.0,602.0,342.0,122.0,7.0,293.0,449.0
1201,1201,29.0,1203.0,1978.0,171.0,,7.0,13.0
1202,1202,8.0,13.0,3645.0,,11.0,41.0,132.0
1203,1203,35695.0,21245.0,28990.0,774.0,113.0,378.0,340.0
1204,1204,244.0,10.0,5261.0,223.0,20.0,10.0,145.0
1205,1205,708.0,6934.0,30738.0,524.0,,288.0,435.0
1206,1206,3092.0,2064.0,6379.0,39.0,,211.0,562.0
1207,1207,2674.0,21.0,1490.0,3.0,,19.0,7.0
1208,1208,77.0,778.0,19799.0,274.0,5.0,297.0,875.0
1209,1209,21.0,224.0,7888.0,367.0,,26.0,84.0
1210,1210,8676.0,416.0,6018.0,161.0,160.0,180.0,147.0
1211,1211,103.0,78.0,5714.0,156.0,3.0,47.0,116.0
1212,1212,4179.0,678.0,2026.0,90.0,,261.0,837.0
1213,1213,2623.0,114.0,6637.0,252.0,6.0,566.0,577.0
1214,1214,2769.0,665.0,2152.0,147.0,53.0,215.0,16.0
1215,1215,30.0,939.0,4223.0,216.0,12.0,99.0,94.0
1216,1216,43.0,19.0,3735.0,40.0,,27.0,45.0
1217,1217,1164.0,1224.0,5887.0,134.0,,135.0,207.0
1218,1218,138.0,550.0,4444.0,241.0,,39.0,329.0
1219,1219,41.0,104.0,9530.0,44.0,,255.0,215.0
1220,1220,4331.0,1350.0,1590.0,254.0,,94.0,131.0
1221,1221,87.0,162.0,5730.0,89.0,9.0,87.0,388.0
1222,1222,8.0,26.0,4287.0,9.0,,34.0,175.0
1223,1223,182.0,399.0,4611.0,70.0,4.0,24.0,445.0
1224,1224,16.0,653.0,3997.0,73.0,,28.0,252.0
1225,1225,12.0,15.0,2173.0,9.0,,22.0,86.0
1226,1226,120.0,640.0,10380.0,42.0,6.0,305.0,305.0
1227,1227,7888.0,2720.0,2440.0,478.0,5.0,178.0,369.0
1228,1228,2545.0,298.0,3441.0,414.0,782.0,1138.0,1263.0
1229,1229,159.0,174.0,4934.0,46.0,,23.0,65.0
1230,1230,35.0,1101.0,2364.0,5.0,,31.0,98.0
1231,1231,1229.0,1003.0,8711.0,78.0,,83.0,216.0
1232,1232,963.0,1264.0,40.0,,,7.0,14.0
1233,1233,2963.0,2972.0,22797.0,660.0,131.0,544.0,942.0
1234,1234,32.0,12.0,2324.0,21.0,,306.0,657.0
1235,1235,15.0,483.0,9799.0,17.0,5.0,82.0,225.0
1236,1236,76.0,96.0,10789.0,1297.0,17.0,230.0,461.0
1237,1237,693.0,1.0,4066.0,313.0,25.0,23.0,109.0
1238,1238,88.0,50.0,3223.0,,,91.0,365.0
1239,1239,228.0,133.0,9418.0,601.0,,251.0,8.0
1240,1240,1174.0,14.0,411.0,5.0,,4.0,10.0
1241,1241,18.0,30.0,2735.0,5.0,4.0,7.0,62.0
1242,1242,2088.0,112.0,4496.0,221.0,19.0,110.0,2395.0
1243,1243,894.0,87.0,1192.0,816.0,306.0,16.0,2214.0
1244,1244,12364.0,1673.0,10732.0,1142.0,1193.0,265.0,1068.0
1245,1245,6222.0,1267.0,7237.0,2665.0,32.0,970.0,1279.0
1246,1246,568.0,664.0,8619.0,2766.0,,93.0,807.0
1247,1247,230.0,15.0,3703.0,217.0,13.0,263.0,794.0
1248,1248,331.0,746.0,690.0,84.0,,108.0,400.0
1249,1249,403.0,1258.0,15362.0,137.0,7.0,457.0,298.0
1250,1250,209.0,,1387.0,142.0,11.0,109.0,230.0
1251,1251,285.0,70.0,4835.0,1051.0,117.0,184.0,1123.0
1252,1252,1714.0,417.0,12997.0,626.0,117.0,474.0,840.0
1253,1253,6131.0,96.0,4168.0,613.0,641.0,210.0,760.0
1254,1254,7040.0,856.0,7981.0,334.0,5.0,135.0,2460.0
1255,1255,7922.0,2025.0,9655.0,1165.0,118.0,615.0,2244.0
1256,1256,786.0,23.0,171.0,356.0,10.0,,580.0
1257,1257,3296.0,389.0,2564.0,5.0,5.0,123.0,54.0
1258,1258,3969.0,505.0,7985.0,2734.0,119.0,1376.0,2344.0
1259,1259,1571.0,69.0,1523.0,147.0,,78.0,125.0
1260,1260,65.0,856.0,6680.0,92.0,3.0,92.0,200.0
1261,1261,1782.0,4013.0,11779.0,1304.0,66.0,1901.0,935.0
1262,1262,1265.0,439.0,2148.0,93.0,,93.0,182.0
1263,1263,6827.0,410.0,3819.0,680.0,236.0,643.0,1512.0
1264,1264,357.0,13.0,4197.0,1298.0,75.0,377.0,1867.0
1265,1265,325.0,355.0,3540.0,592.0,5.0,83.0,702.0
1266,1266,17170.0,28493.0,39354.0,4636.0,8737.0,748.0,419.0
1267,1267,12942.0,904.0,1540.0,593.0,570.0,256.0,217.0
1268,1268,3060.0,892.0,1354.0,435.0,24.0,247.0,1109.0
1269,1269,1.0,26.0,2264.0,64.0,,128.0,574.0
1270,1270,204.0,338.0,3540.0,468.0,20.0,194.0,978.0
1271,1271,473.0,405.0,4474.0,282.0,9.0,255.0,301.0
1272,1272,15.0,9.0,1837.0,45.0,,129.0,364.0
1273,1273,995.0,14.0,1965.0,1024.0,9.0,33.0,988.0
1274,1274,4660.0,29.0,3290.0,250.0,94.0,87.0,2363.0
1275,1275,8331.0,93.0,4811.0,1558.0,772.0,348.0,941.0
1276,1276,2514.0,719.0,755.0,587.0,243.0,176.0,90.0
1277,1277,8085.0,396.0,1552.0,722.0,,624.0,1725.0
1278,1278,514.0,61.0,4588.0,176.0,8.0,59.0,774.0
1279,1279,949.0,2437.0,15628.0,368.0,2.0,479.0,428.0
1280,1280,1297.0,13.0,2826.0,207.0,12.0,380.0,282.0
1281,1281,7487.0,21497.0,24442.0,221.0,2353.0,570.0,457.0
1282,1282,903.0,1353.0,5530.0,228.0,2.0,242.0,1268.0
1283,1283,1278.0,200.0,1170.0,54.0,273.0,337.0,236.0
1284,1284,1801.0,389.0,12457.0,442.0,125.0,364.0,1095.0
1285,1285,1453.0,623.0,2099.0,74.0,,107.0,2455.0
1286,1286,3619.0,124.0,2949.0,112.0,27.0,213.0,165.0
1287,1287,26874.0,4885.0,20190.0,1209.0,244.0,708.0,3943.0
1288,1288,259.0,630.0,899.0,80.0,,142.0,1012.0
1289,1289,262.0,52.0,4934.0,75.0,6.0,174.0,127.0
1290,1290,993.0,30.0,2737.0,581.0,,104.0,1287.0
1291,1291,299745.0,21772.0,32352.0,14949.0,4310.0,7176.0,2351.0
1292,1292,295.0,24.0,4975.0,81.0,,87.0,139.0
1293,1293,444.0,962.0,933.0,309.0,4.0,170.0,1059.0
1294,1294,378.0,26.0,1565.0,1.0,,1.0,401.0
1295,1295,2050.0,92.0,2150.0,630.0,,171.0,1960.0
1296,1296,839.0,13.0,3086.0,,7.0,180.0,680.0
1297,1297,10540.0,200.0,13944.0,1073.0,36.0,485.0,2337.0
1298,1298,841.0,51.0,2345.0,787.0,8.0,166.0,341.0
1299,1299,3224.0,916.0,9137.0,355.0,29.0,686.0,3892.0
1300,1300,2288.0,86.0,2421.0,787.0,3.0,185.0,753.0
1301,1301,147.0,3405.0,15853.0,504.0,14.0,570.0,785.0
1302,1302,1629.0,573.0,1261.0,390.0,16.0,99.0,717.0
1303,1303,7381.0,357.0,3663.0,842.0,282.0,442.0,2119.0
1304,1304,559.0,,476.0,300.0,68.0,107.0,260.0
1305,1305,2453.0,1102.0,10338.0,256.0,16.0,759.0,1277.0
1306,1306,1402.0,103.0,4125.0,86.0,164.0,325.0,650.0
1307,1307,2377.0,603.0,14625.0,592.0,172.0,474.0,1056.0
1308,1308,18.0,115.0,4582.0,266.0,53.0,349.0,815.0
1309,1309,241.0,54.0,5008.0,1149.0,175.0,82.0,154.0
1310,1310,20.0,168.0,4072.0,132.0,4.0,406.0,404.0
1311,1311,320.0,491.0,799.0,132.0,,29.0,715.0
1312,1312,8.0,62.0,4110.0,170.0,11.0,352.0,186.0
1313,1313,2903.0,48.0,3630.0,294.0,44.0,214.0,839.0
1314,1314,960.0,585.0,2897.0,76.0,4.0,380.0,1714.0
1315,1315,1011.0,940.0,6112.0,229.0,138.0,400.0,1650.0
1316,1316,750.0,157.0,2362.0,203.0,3.0,31.0,124.0
1317,1317,1521.0,347.0,765.0,238.0,,24.0,380.0
1318,1318,16755.0,2660.0,8744.0,1183.0,10.0,399.0,1231.0
1319,1319,1038.0,196.0,6988.0,1141.0,54.0,729.0,1249.0
1320,1320,1841.0,11.0,749.0,208.0,5.0,36.0,73.0
1321,1321,111.0,30.0,3014.0,1899.0,26.0,594.0,2689.0
1322,1322,32586.0,5229.0,13703.0,2099.0,686.0,402.0,255.0
1323,1323,508.0,546.0,11267.0,181.0,211.0,423.0,702.0
1324,1324,733.0,614.0,1599.0,30.0,,9.0,165.0
1325,1325,275.0,8.0,3970.0,365.0,1.0,47.0,1343.0
1326,1326,1692.0,266.0,2775.0,217.0,7.0,34.0,1143.0
1327,1327,2602.0,29.0,3766.0,1006.0,37.0,675.0,3225.0
1328,1328,761.0,165.0,14367.0,978.0,146.0,524.0,1175.0
1329,1329,6714.0,1738.0,11963.0,1490.0,1001.0,975.0,566.0
1330,1330,13006.0,2055.0,4136.0,335.0,32.0,497.0,3047.0
1331,1331,1627.0,51.0,13507.0,577.0,42.0,377.0,801.0
1332,1332,2019.0,92.0,6669.0,573.0,81.0,154.0,598.0
1333,1333,513.0,751.0,11214.0,114.0,110.0,270.0,896.0
1334,1334,2649.0,476.0,2171.0,676.0,96.0,347.0,1103.0
