id_municipio,municipio,UF
850,220950 Santo Inácio do Piauí,PI
851,220955 São Braz do Piauí,PI
852,220960 São Félix do Piauí,PI
853,220965 São Francisco de Assis do Piauí,PI
854,220970 São Francisco do Piauí,PI
855,220975 São Gonçalo do Gurguéia,PI
856,220980 São Gonçalo do Piauí,PI
857,220985 São João da Canabrava,PI
858,220987 São João da Fronteira,PI
859,220990 São João da Serra,PI
860,220995 São João da Varjota,PI
861,220997 São João do Arraial,PI
862,221000 São João do Piauí,PI
863,221005 São José do Divino,PI
864,221010 São José do Peixe,PI
865,221020 São José do Piauí,PI
866,221030 São Julião,PI
867,221035 São Lourenço do Piauí,PI
868,221037 São Luis do Piauí,PI
869,221038 São Miguel da Baixa Grande,PI
870,221039 São Miguel do Fidalgo,PI
871,221040 São Miguel do Tapuio,PI
872,221050 São Pedro do Piauí,PI
873,221060 São Raimundo Nonato,PI
874,221062 Sebastião Barros,PI
875,221063 Sebastião Leal,PI
876,221065 Sigefredo Pacheco,PI
877,221070 Simões,PI
878,221080 Simplício Mendes,PI
879,221090 Socorro do Piauí,PI
880,221093 Sussuapara,PI
881,221095 Tamboril do Piauí,PI
882,221097 Tanque do Piauí,PI
883,221100 Teresina,PI
884,221110 União,PI
885,221120 Uruçuí,PI
886,221130 Valença do Piauí,PI
887,221135 Várzea Branca,PI
888,221140 Várzea Grande,PI
889,221150 Vera Mendes,PI
890,221160 Vila Nova do Piauí,PI
891,221170 Wall Ferraz,PI
892,230010 Abaiara,CE
893,230015 Acarape,CE
894,230020 Acaraú,CE
895,230030 Acopiara,CE
896,230040 Aiuaba,CE
897,230050 Alcântaras,CE
898,230060 Altaneira,CE
899,230070 Alto Santo,CE
900,230075 Amontada,CE
901,230080 Antonina do Norte,CE
902,230090 Apuiarés,CE
903,230100 Aquiraz,CE
904,230110 Aracati,CE
905,230120 Aracoiaba,CE
906,230125 Ararendá,CE
907,230130 Araripe,CE
908,230140 Aratuba,CE
909,230150 Arneiroz,CE
910,230160 Assaré,CE
911,230170 Aurora,CE
912,230180 Baixio,CE
913,230185 Banabuiú,CE
914,230190 Barbalha,CE
915,230195 Barreira,CE
916,230200 Barro,CE
917,230205 Barroquinha,CE
918,230210 Baturité,CE
919,230220 Beberibe,CE
920,230230 Bela Cruz,CE
921,230240 Boa Viagem,CE
922,230250 Brejo Santo,CE
923,230260 Camocim,CE
924,230270 Campos Sales,CE
925,230280 Canindé,CE
926,230290 Capistrano,CE
927,230300 Caridade,CE
928,230310 Cariré,CE
929,230320 Caririaçu,CE
930,230330 Cariús,CE
931,230340 Carnaubal,CE
932,230350 Cascavel,CE
933,230360 Catarina,CE
934,230365 Catunda,CE
935,230370 Caucaia,CE
936,230380 Cedro,CE
937,230390 Chaval,CE
938,230393 Choró,CE
939,230395 Chorozinho,CE
940,230400 Coreaú,CE
941,230410 Crateús,CE
942,230420 Crato,CE
943,230423 Croatá,CE
944,230425 Cruz,CE
945,230426 Deputado Irapuan Pinheiro,CE
946,230427 Ererê,CE
947,230428 Eusébio,CE
948,230430 Farias Brito,CE
949,230435 Forquilha,CE
950,230440 Fortaleza,CE
951,230445 Fortim,CE
952,230450 Frecheirinha,CE
953,230460 General Sampaio,CE
954,230465 Graça,CE
955,230470 Granja,CE
956,230480 Granjeiro,CE
957,230490 Groaíras,CE
958,230495 Guaiúba,CE
959,230500 Guaraciaba do Norte,CE
960,230510 Guaramiranga,CE
961,230520 Hidrolândia,CE
962,230523 Horizonte,CE
963,230526 Ibaretama,CE
964,230530 Ibiapina,CE
965,230533 Ibicuitinga,CE
966,230535 Icapuí,CE
967,230540 Icó,CE
968,230550 Iguatu,CE
969,230560 Independência,CE
970,230565 Ipaporanga,CE
971,230570 Ipaumirim,CE
972,230580 Ipu,CE
973,230590 Ipueiras,CE
974,230600 Iracema,CE
975,230610 Irauçuba,CE
976,230620 Itaiçaba,CE
977,230625 Itaitinga,CE
978,230630 Itapagé,CE
979,230640 Itapipoca,CE
980,230650 Itapiúna,CE
981,230655 Itarema,CE
982,230660 Itatira,CE
983,230670 Jaguaretama,CE
984,230680 Jaguaribara,CE
985,230690 Jaguaribe,CE
986,230700 Jaguaruana,CE
987,230710 Jardim,CE
988,230720 Jati,CE
989,230725 Jijoca de Jericoacoara,CE
990,230730 Juazeiro do Norte,CE
991,230740 Jucás,CE
992,230750 Lavras da Mangabeira,CE
993,230760 Limoeiro do Norte,CE
994,230763 Madalena,CE
995,230765 Maracanaú,CE
996,230770 Maranguape,CE
997,230780 Marco,CE
998,230790 Martinópole,CE
999,230800 Massapê,CE
1000,230810 Mauriti,CE
1001,230820 Meruoca,CE
1002,230830 Milagres,CE
1003,230835 Milhã,CE
1004,230837 Miraíma,CE
1005,230840 Missão Velha,CE
1006,230850 Mombaça,CE
1007,230860 Monsenhor Tabosa,CE
1008,230870 Morada Nova,CE
1009,230880 Moraújo,CE
1010,230890 Morrinhos,CE
1011,230900 Mucambo,CE
1012,230910 Mulungu,CE
1013,230920 Nova Olinda,CE
1014,230930 Nova Russas,CE
1015,230940 Novo Oriente,CE
1016,230945 Ocara,CE
1017,230950 Orós,CE
1018,230960 Pacajus,CE
1019,230970 Pacatuba,CE
1020,230980 Pacoti,CE
1021,230990 Pacujá,CE
1022,231000 Palhano,CE
1023,231010 Palmácia,CE
1024,231020 Paracuru,CE
1025,231025 Paraipaba,CE
1026,231030 Parambu,CE
1027,231040 Paramoti,CE
1028,231050 Pedra Branca,CE
1029,231060 Penaforte,CE
1030,231070 Pentecoste,CE
1031,231080 Pereiro,CE
1032,231085 Pindoretama,CE
1033,231090 Piquet Carneiro,CE
1034,231095 Pires Ferreira,CE
1035,231100 Poranga,CE
1036,231110 Porteiras,CE
1037,231120 Potengi,CE
1038,231123 Potiretama,CE
1039,231126 Quiterianópolis,CE
1040,231130 Quixadá,CE
1041,231135 Quixelô,CE
1042,231140 Quixeramobim,CE
1043,231150 Quixeré,CE
1044,231160 Redenção,CE
1045,231170 Reriutaba,CE
1046,231180 Russas,CE
1047,231190 Saboeiro,CE
1048,231195 Salitre,CE
1049,231220 Santa Quitéria,CE
1050,231200 Santana do Acaraú,CE
1051,231210 Santana do Cariri,CE
1052,231230 São Benedito,CE
1053,231240 São Gonçalo do Amarante,CE
1054,231250 São João do Jaguaribe,CE
1055,231260 São Luís do Curu,CE
1056,231270 Senador Pompeu,CE
1057,231280 Senador Sá,CE
1058,231290 Sobral,CE
1059,231300 Solonópole,CE
1060,231310 Tabuleiro do Norte,CE
1061,231320 Tamboril,CE
1062,231325 Tarrafas,CE
1063,231330 Tauá,CE
1064,231335 Tejuçuoca,CE
1065,231340 Tianguá,CE
1066,231350 Trairi,CE
1067,231355 Tururu,CE
1068,231360 Ubajara,CE
1069,231370 Umari,CE
1070,231375 Umirim,CE
1071,231380 Uruburetama,CE
1072,231390 Uruoca,CE
1073,231395 Varjota,CE
1074,231400 Várzea Alegre,CE
1075,231410 Viçosa do Ceará,CE
1076,240010 Acari,RN
1077,240020 Açu,RN
1078,240030 Afonso Bezerra,RN
1079,240040 Água Nova,RN
1080,240050 Alexandria,RN
1081,240060 Almino Afonso,RN
1082,240070 Alto do Rodrigues,RN
1083,240080 Angicos,RN
1084,240090 Antônio Martins,RN
1085,240100 Apodi,RN
1086,240110 Areia Branca,RN
1087,240120 Arês,RN
1088,240130 Augusto Severo,RN
1089,240140 Baía Formosa,RN
1090,240145 Baraúna,RN
1091,240150 Barcelona,RN
1092,240160 Bento Fernandes,RN
1093,240165 Bodó,RN
1094,240170 Bom Jesus,RN
1095,240180 Brejinho,RN
1096,240185 Caiçara do Norte,RN
1097,240190 Caiçara do Rio do Vento,RN
1098,240200 Caicó,RN
1099,240210 Campo Redondo,RN
1100,240220 Canguaretama,RN
1101,240230 Caraúbas,RN
1102,240240 Carnaúba dos Dantas,RN
1103,240250 Carnaubais,RN
1104,240260 Ceará-Mirim,RN
1105,240270 Cerro Corá,RN
1106,240280 Coronel Ezequiel,RN
1107,240290 Coronel João Pessoa,RN
1108,240300 Cruzeta,RN
1109,240310 Currais Novos,RN
1110,240320 Doutor Severiano,RN
1111,240330 Encanto,RN
1112,240340 Equador,RN
1113,240350 Espírito Santo,RN
1114,240360 Extremoz,RN
1115,240370 Felipe Guerra,RN
1116,240375 Fernando Pedroza,RN
1117,240380 Florânia,RN
1118,240390 Francisco Dantas,RN
1119,240400 Frutuoso Gomes,RN
1120,240410 Galinhos,RN
1121,240420 Goianinha,RN
1122,240430 Governador Dix-Sept Rosado,RN
1123,240440 Grossos,RN
1124,240450 Guamaré,RN
1125,240460 Ielmo Marinho,RN
1126,240470 Ipanguaçu,RN
1127,240480 Ipueira,RN
1128,240485 Itajá,RN
1129,240490 Itaú,RN
1130,240500 Jaçanã,RN
1131,240510 Jandaíra,RN
1132,240520 Janduís,RN
1133,240530 Januário Cicco,RN
1134,240540 Japi,RN
1135,240550 Jardim de Angicos,RN
1136,240560 Jardim de Piranhas,RN
1137,240570 Jardim do Seridó,RN
1138,240580 João Câmara,RN
1139,240590 João Dias,RN
1140,240600 José da Penha,RN
1141,240610 Jucurutu,RN
1142,240615 Jundiá,RN
1143,240620 Lagoa d'Anta,RN
1144,240630 Lagoa de Pedras,RN
1145,240640 Lagoa de Velhos,RN
1146,240650 Lagoa Nova,RN
1147,240660 Lagoa Salgada,RN
1148,240670 Lajes,RN
1149,240680 Lajes Pintadas,RN
1150,240690 Lucrécia,RN
1151,240700 Luís Gomes,RN
1152,240710 Macaíba,RN
1153,240720 Macau,RN
1154,240725 Major Sales,RN
1155,240730 Marcelino Vieira,RN
1156,240740 Martins,RN
1157,240750 Maxaranguape,RN
1158,240760 Messias Targino,RN
1159,240770 Montanhas,RN
1160,240780 Monte Alegre,RN
1161,240790 Monte das Gameleiras,RN
1162,240800 Mossoró,RN
1163,240810 Natal,RN
1164,240820 Nísia Floresta,RN
1165,240830 Nova Cruz,RN
1166,240840 Olho-d'Água do Borges,RN
1167,240850 Ouro Branco,RN
1168,240860 Paraná,RN
1169,240870 Paraú,RN
1170,240880 Parazinho,RN
1171,240890 Parelhas,RN
1172,240325 Parnamirim,RN
1173,240910 Passa e Fica,RN
1174,240920 Passagem,RN
1175,240930 Patu,RN
1176,240940 Pau dos Ferros,RN
1177,240950 Pedra Grande,RN
1178,240960 Pedra Preta,RN
1179,240970 Pedro Avelino,RN
1180,240980 Pedro Velho,RN
1181,240990 Pendências,RN
1182,241000 Pilões,RN
1183,241010 Poço Branco,RN
1184,241020 Portalegre,RN
1185,241025 Porto do Mangue,RN
1186,241040 Pureza,RN
1187,241050 Rafael Fernandes,RN
1188,241060 Rafael Godeiro,RN
1189,241070 Riacho da Cruz,RN
1190,241080 Riacho de Santana,RN
1191,241090 Riachuelo,RN
1192,240895 Rio do Fogo,RN
1193,241100 Rodolfo Fernandes,RN
1194,241110 Ruy Barbosa,RN
1195,241120 Santa Cruz,RN
1196,240933 Santa Maria,RN
1197,241140 Santana do Matos,RN
1198,241142 Santana do Seridó,RN
1199,241150 Santo Antônio,RN
1200,241160 São Bento do Norte,RN
1201,241170 São Bento do Trairí,RN
1202,241180 São Fernando,RN
1203,241190 São Francisco do Oeste,RN
1204,241200 São Gonçalo do Amarante,RN
1205,241210 São João do Sabugi,RN
1206,241220 São José de Mipibu,RN
1207,241230 São José do Campestre,RN
1208,241240 São José do Seridó,RN
1209,241250 São Miguel,RN
1210,241255 São Miguel do Gostoso,RN
1211,241260 São Paulo do Potengi,RN
1212,241270 São Pedro,RN
1213,241280 São Rafael,RN
1214,241290 São Tomé,RN
1215,241300 São Vicente,RN
1216,241310 Senador Elói de Souza,RN
1217,241320 Senador Georgino Avelino,RN
1218,241030 Serra Caiada,RN
1219,241330 Serra de São Bento,RN
1220,241335 Serra do Mel,RN
1221,241340 Serra Negra do Norte,RN
1222,241350 Serrinha,RN
1223,241355 Serrinha dos Pintos,RN
1224,241360 Severiano Melo,RN
1225,241370 Sítio Novo,RN
1226,241380 Taboleiro Grande,RN
1227,241390 Taipu,RN
1228,241400 Tangará,RN
1229,241410 Tenente Ananias,RN
1230,241415 Tenente Laurentino Cruz,RN
1231,241105 Tibau,RN
1232,241420 Tibau do Sul,RN
1233,241430 Timbaúba dos Batistas,RN
1234,241440 Touros,RN
1235,241445 Triunfo Potiguar,RN
1236,241450 Umarizal,RN
1237,241460 Upanema,RN
1238,241470 Várzea,RN
1239,241475 Venha-Ver,RN
1240,241480 Vera Cruz,RN
1241,241490 Viçosa,RN
1242,241500 Vila Flor,RN
1243,250010 Água Branca,PB
1244,250020 Aguiar,PB
1245,250030 Alagoa Grande,PB
1246,250040 Alagoa Nova,PB
1247,250050 Alagoinha,PB
1248,250053 Alcantil,PB
1249,250057 Algodão de Jandaíra,PB
1250,250060 Alhandra,PB
1251,250073 Amparo,PB
1252,250077 Aparecida,PB
1253,250080 Araçagi,PB
1254,250090 Arara,PB
1255,250100 Araruna,PB
1256,250110 Areia,PB
1257,250115 Areia de Baraúnas,PB
1258,250120 Areial,PB
1259,250130 Aroeiras,PB
1260,250135 Assunção,PB
1261,250140 Baía da Traição,PB
1262,250150 Bananeiras,PB
1263,250153 Baraúna,PB
1264,250160 Barra de Santa Rosa,PB
1265,250157 Barra de Santana,PB
1266,250170 Barra de São Miguel,PB
1267,250180 Bayeux,PB
1268,250190 Belém,PB
1269,250200 Belém do Brejo do Cruz,PB
1270,250205 Bernardino Batista,PB
1271,250210 Boa Ventura,PB
1272,250215 Boa Vista,PB
1273,250220 Bom Jesus,PB
1274,250230 Bom Sucesso,PB
1275,250240 Bonito de Santa Fé,PB
1276,250250 Boqueirão,PB
1277,250270 Borborema,PB
1278,250280 Brejo do Cruz,PB
1279,250290 Brejo dos Santos,PB
1280,250300 Caaporã,PB
1281,250310 Cabaceiras,PB
1282,250320 Cabedelo,PB
1283,250330 Cachoeira dos Índios,PB
1284,250340 Cacimba de Areia,PB
1285,250350 Cacimba de Dentro,PB
1286,250355 Cacimbas,PB
1287,250360 Caiçara,PB
1288,250370 Cajazeiras,PB
1289,250375 Cajazeirinhas,PB
1290,250380 Caldas Brandão,PB
1291,250390 Camalaú,PB
1292,250400 Campina Grande,PB
1293,250403 Capim,PB
1294,250407 Caraúbas,PB
1295,250410 Carrapateira,PB
1296,250415 Casserengue,PB
1297,250420 Catingueira,PB
1298,250430 Catolé do Rocha,PB
1299,250435 Caturité,PB
1300,250440 Conceição,PB
1301,250450 Condado,PB
1302,250460 Conde,PB
1303,250470 Congo,PB
1304,250480 Coremas,PB
1305,250485 Coxixola,PB
1306,250490 Cruz do Espírito Santo,PB
1307,250500 Cubati,PB
1308,250510 Cuité,PB
1309,250523 Cuité de Mamanguape,PB
1310,250520 Cuitegi,PB
1311,250527 Curral de Cima,PB
1312,250530 Curral Velho,PB
1313,250535 Damião,PB
1314,250540 Desterro,PB
1315,250560 Diamante,PB
1316,250570 Dona Inês,PB
1317,250580 Duas Estradas,PB
1318,250590 Emas,PB
1319,250600 Esperança,PB
1320,250610 Fagundes,PB
1321,250620 Frei Martinho,PB
1322,250625 Gado Bravo,PB
1323,250630 Guarabira,PB
1324,250640 Gurinhém,PB
1325,250650 Gurjão,PB
1326,250660 Ibiara,PB
1327,250260 Igaracy,PB
1328,250670 Imaculada,PB
1329,250680 Ingá,PB
1330,250690 Itabaiana,PB
1331,250700 Itaporanga,PB
1332,250710 Itapororoca,PB
1333,250720 Itatuba,PB
1334,250730 Jacaraú,PB
1335,250740 Jericó,PB
1336,250750 João Pessoa,PB
1337,251365 Joca Claudino,PB
1338,250760 Juarez Távora,PB
1339,250770 Juazeirinho,PB
1340,250780 Junco do Seridó,PB
1341,250790 Juripiranga,PB
1342,250800 Juru,PB
1343,250810 Lagoa,PB
1344,250820 Lagoa de Dentro,PB
1345,250830 Lagoa Seca,PB
1346,250840 Lastro,PB
1347,250850 Livramento,PB
1348,250855 Logradouro,PB
1349,250860 Lucena,PB
1350,250870 Mãe d'Água,PB
1351,250880 Malta,PB
1352,250890 Mamanguape,PB
1353,250900 Manaíra,PB
1354,250905 Marcação,PB
1355,250910 Mari,PB
1356,250915 Marizópolis,PB
1357,250920 Massaranduba,PB
1358,250930 Mataraca,PB
1359,250933 Matinhas,PB
1360,250937 Mato Grosso,PB
1361,250939 Maturéia,PB
1362,250940 Mogeiro,PB
1363,250950 Montadas,PB
1364,250960 Monte Horebe,PB
1365,250970 Monteiro,PB
1366,250980 Mulungu,PB
1367,250990 Natuba,PB
1368,251000 Nazarezinho,PB
1369,251010 Nova Floresta,PB
1370,251020 Nova Olinda,PB
1371,251030 Nova Palmeira,PB
1372,251040 Olho d'Água,PB
1373,251050 Olivedos,PB
1374,251060 Ouro Velho,PB
1375,251065 Parari,PB
1376,251070 Passagem,PB
1377,251080 Patos,PB
1378,251090 Paulista,PB
1379,251100 Pedra Branca,PB
1380,251110 Pedra Lavrada,PB
1381,251120 Pedras de Fogo,PB
1382,251272 Pedro Régis,PB
1383,251130 Piancó,PB
1384,251140 Picuí,PB
1385,251150 Pilar,PB
1386,251160 Pilões,PB
1387,251170 Pilõezinhos,PB
1388,251180 Pirpirituba,PB
1389,251190 Pitimbu,PB
1390,251200 Pocinhos,PB
1391,251203 Poço Dantas,PB
1392,251207 Poço de José de Moura,PB
1393,251210 Pombal,PB
1394,251220 Prata,PB
1395,251230 Princesa Isabel,PB
1396,251240 Puxinanã,PB
1397,251250 Queimadas,PB
1398,251260 Quixabá,PB
1399,251270 Remígio,PB
1400,251274 Riachão,PB
1401,251275 Riachão do Bacamarte,PB
1402,251276 Riachão do Poço,PB
1403,251278 Riacho de Santo Antônio,PB
1404,251280 Riacho dos Cavalos,PB
1405,251290 Rio Tinto,PB
1406,251300 Salgadinho,PB
1407,251310 Salgado de São Félix,PB
1408,251315 Santa Cecília,PB
1409,251320 Santa Cruz,PB
1410,251330 Santa Helena,PB
1411,251335 Santa Inês,PB
1412,251340 Santa Luzia,PB
1413,251370 Santa Rita,PB
1414,251380 Santa Teresinha,PB
1415,251350 Santana de Mangueira,PB
1416,251360 Santana dos Garrotes,PB
1417,251385 Santo André,PB
1418,251392 São Bentinho,PB
1419,251390 São Bento,PB
1420,251396 São Domingos,PB
1421,251394 São Domingos do Cariri,PB
1422,251398 São Francisco,PB
1423,251400 São João do Cariri,PB
1424,250070 São João do Rio do Peixe,PB
1425,251410 São João do Tigre,PB
1426,251420 São José da Lagoa Tapada,PB
1427,251430 São José de Caiana,PB
1428,251440 São José de Espinharas,PB
1429,251450 São José de Piranhas,PB
1430,251455 São José de Princesa,PB
1431,251460 São José do Bonfim,PB
1432,251465 São José do Brejo do Cruz,PB
1433,251470 São José do Sabugi,PB
1434,251480 São José dos Cordeiros,PB
1435,251445 São José dos Ramos,PB
1436,251490 São Mamede,PB
1437,251500 São Miguel de Taipu,PB
1438,251510 São Sebastião de Lagoa de Roça,PB
1439,251520 São Sebastião do Umbuzeiro,PB
1440,251540 São Vicente do Seridó,PB
1441,251530 Sapé,PB
1442,251550 Serra Branca,PB
1443,251560 Serra da Raiz,PB
1444,251570 Serra Grande,PB
1445,251580 Serra Redonda,PB
1446,251590 Serraria,PB
1447,251593 Sertãozinho,PB
1448,251597 Sobrado,PB
1449,251600 Solânea,PB
1450,251610 Soledade,PB
1451,251615 Sossêgo,PB
1452,251620 Sousa,PB
1453,251630 Sumé,PB
1454,251640 Tacima,PB
1455,251650 Taperoá,PB
1456,251660 Tavares,PB
1457,251670 Teixeira,PB
1458,251675 Tenório,PB
1459,251680 Triunfo,PB
1460,251690 Uiraúna,PB
1461,251700 Umbuzeiro,PB
1462,251710 Várzea,PB
1463,251720 Vieirópolis,PB
1464,250550 Vista Serrana,PB
1465,251740 Zabelê,PB
1466,260005 Abreu e Lima,PE
1467,260010 Afogados da Ingazeira,PE
1468,260020 Afrânio,PE
1469,260030 Agrestina,PE
1470,260040 Água Preta,PE
1471,260050 Águas Belas,PE
1472,260060 Alagoinha,PE
1473,260070 Aliança,PE
1474,260080 Altinho,PE
1475,260090 Amaraji,PE
1476,260100 Angelim,PE
1477,260105 Araçoiaba,PE
1478,260110 Araripina,PE
1479,260120 Arcoverde,PE
1480,260130 Barra de Guabiraba,PE
1481,260140 Barreiros,PE
1482,260150 Belém de Maria,PE
1483,260160 Belém do São Francisco,PE
1484,260170 Belo Jardim,PE
1485,260180 Betânia,PE
1486,260190 Bezerros,PE
1487,260200 Bodocó,PE
1488,260210 Bom Conselho,PE
1489,260220 Bom Jardim,PE
1490,260230 Bonito,PE
1491,260240 Brejão,PE
1492,260250 Brejinho,PE
1493,260260 Brejo da Madre de Deus,PE
1494,260270 Buenos Aires,PE
1495,260280 Buíque,PE
1496,260290 Cabo de Santo Agostinho,PE
1497,260300 Cabrobó,PE
1498,260310 Cachoeirinha,PE
1499,260320 Caetés,PE
1500,260330 Calçado,PE
1501,260340 Calumbi,PE
1502,260345 Camaragibe,PE
1503,260350 Camocim de São Félix,PE
1504,260360 Camutanga,PE
1505,260370 Canhotinho,PE
1506,260380 Capoeiras,PE
1507,260390 Carnaíba,PE
1508,260392 Carnaubeira da Penha,PE
1509,260400 Carpina,PE
1510,260410 Caruaru,PE
1511,260415 Casinhas,PE
1512,260420 Catende,PE
1513,260430 Cedro,PE
1514,260440 Chã de Alegria,PE
1515,260450 Chã Grande,PE
1516,260460 Condado,PE
1517,260470 Correntes,PE
1518,260480 Cortês,PE
1519,260490 Cumaru,PE
1520,260500 Cupira,PE
1521,260510 Custódia,PE
1522,260515 Dormentes,PE
1523,260520 Escada,PE
1524,260530 Exu,PE
1525,260540 Feira Nova,PE
1526,260545 Fernando de Noronha,PE
1527,260550 Ferreiros,PE
1528,260560 Flores,PE
1529,260570 Floresta,PE
1530,260580 Frei Miguelinho,PE
1531,260590 Gameleira,PE
1532,260600 Garanhuns,PE
1533,260610 Glória do Goitá,PE
1534,260620 Goiana,PE
1535,260630 Granito,PE
1536,260640 Gravatá,PE
1537,260650 Iati,PE
1538,260660 Ibimirim,PE
1539,260670 Ibirajuba,PE
1540,260680 Igarassu,PE
1541,260690 Iguaracy,PE
1542,260760 Ilha de Itamaracá,PE
1543,260700 Inajá,PE
1544,260710 Ingazeira,PE
1545,260720 Ipojuca,PE
1546,260730 Ipubi,PE
1547,260740 Itacuruba,PE
1548,260750 Itaíba,PE
1549,260765 Itambé,PE
1550,260770 Itapetim,PE
1551,260775 Itapissuma,PE
1552,260780 Itaquitinga,PE
1553,260790 Jaboatão dos Guararapes,PE
1554,260795 Jaqueira,PE
1555,260800 Jataúba,PE
1556,260805 Jatobá,PE
1557,260810 João Alfredo,PE
1558,260820 Joaquim Nabuco,PE
1559,260825 Jucati,PE
1560,260830 Jupi,PE
1561,260840 Jurema,PE
1562,260850 Lagoa de Itaenga,PE
1563,260845 Lagoa do Carro,PE
1564,260860 Lagoa do Ouro,PE
1565,260870 Lagoa dos Gatos,PE
1566,260875 Lagoa Grande,PE
1567,260880 Lajedo,PE
1568,260890 Limoeiro,PE
1569,260900 Macaparana,PE
1570,260910 Machados,PE
1571,260915 Manari,PE
1572,260920 Maraial,PE
1573,260930 Mirandiba,PE
1574,261430 Moreilândia,PE
1575,260940 Moreno,PE
1576,260950 Nazaré da Mata,PE
1577,260960 Olinda,PE
1578,260970 Orobó,PE
1579,260980 Orocó,PE
1580,260990 Ouricuri,PE
1581,261000 Palmares,PE
1582,261010 Palmeirina,PE
1583,261020 Panelas,PE
1584,261030 Paranatama,PE
1585,261040 Parnamirim,PE
1586,261050 Passira,PE
1587,261060 Paudalho,PE
1588,261070 Paulista,PE
1589,261080 Pedra,PE
1590,261090 Pesqueira,PE
1591,261100 Petrolândia,PE
1592,261110 Petrolina,PE
1593,261120 Poção,PE
1594,261130 Pombos,PE
1595,261140 Primavera,PE
1596,261150 Quipapá,PE
1597,261153 Quixaba,PE
1598,261160 Recife,PE
1599,261170 Riacho das Almas,PE
1600,261180 Ribeirão,PE
1601,261190 Rio Formoso,PE
1602,261200 Sairé,PE
1603,261210 Salgadinho,PE
1604,261220 Salgueiro,PE
1605,261230 Saloá,PE
1606,261240 Sanharó,PE
1607,261245 Santa Cruz,PE
1608,261247 Santa Cruz da Baixa Verde,PE
1609,261250 Santa Cruz do Capibaribe,PE
1610,261255 Santa Filomena,PE
1611,261260 Santa Maria da Boa Vista,PE
1612,261270 Santa Maria do Cambucá,PE
1613,261280 Santa Terezinha,PE
1614,261290 São Benedito do Sul,PE
1615,261300 São Bento do Una,PE
1616,261310 São Caitano,PE
1617,261320 São João,PE
1618,261330 São Joaquim do Monte,PE
1619,261340 São José da Coroa Grande,PE
1620,261350 São José do Belmonte,PE
1621,261360 São José do Egito,PE
1622,261370 São Lourenço da Mata,PE
1623,261380 São Vicente Ferrer,PE
1624,261390 Serra Talhada,PE
1625,261400 Serrita,PE
1626,261410 Sertânia,PE
1627,261420 Sirinhaém,PE
1628,261440 Solidão,PE
1629,261450 Surubim,PE
1630,261460 Tabira,PE
1631,261470 Tacaimbó,PE
1632,261480 Tacaratu,PE
1633,261485 Tamandaré,PE
1634,261500 Taquaritinga do Norte,PE
1635,261510 Terezinha,PE
1636,261520 Terra Nova,PE
1637,261530 Timbaúba,PE
1638,261540 Toritama,PE
1639,261550 Tracunhaém,PE
1640,261560 Trindade,PE
1641,261570 Triunfo,PE
1642,261580 Tupanatinga,PE
1643,261590 Tuparetama,PE
1644,261600 Venturosa,PE
1645,261610 Verdejante,PE
1646,261618 Vertente do Lério,PE
1647,261620 Vertentes,PE
1648,261630 Vicência,PE
1649,261640 Vitória de Santo Antão,PE
1650,261650 Xexéu,PE
1651,270010 Água Branca,AL
1652,270020 Anadia,AL
1653,270030 Arapiraca,AL
1654,270040 Atalaia,AL
1655,270050 Barra de Santo Antônio,AL
1656,270060 Barra de São Miguel,AL
1657,270070 Batalha,AL
1658,270080 Belém,AL
1659,270090 Belo Monte,AL
1660,270100 Boca da Mata,AL
1661,270110 Branquinha,AL
1662,270120 Cacimbinhas,AL
1663,270130 Cajueiro,AL
1664,270135 Campestre,AL
1665,270140 Campo Alegre,AL
1666,270150 Campo Grande,AL
1667,270160 Canapi,AL
1668,270170 Capela,AL
1669,270180 Carneiros,AL
1670,270190 Chã Preta,AL
1671,270200 Coité do Nóia,AL
1672,270210 Colônia Leopoldina,AL
1673,270220 Coqueiro Seco,AL
1674,270230 Coruripe,AL
1675,270235 Craíbas,AL
1676,270240 Delmiro Gouveia,AL
1677,270250 Dois Riachos,AL
1678,270255 Estrela de Alagoas,AL
1679,270260 Feira Grande,AL
1680,270270 Feliz Deserto,AL
1681,270280 Flexeiras,AL
1682,270290 Girau do Ponciano,AL
1683,270300 Ibateguara,AL
1684,270310 Igaci,AL
1685,270320 Igreja Nova,AL
1686,270330 Inhapi,AL
1687,270340 Jacaré dos Homens,AL
1688,270350 Jacuípe,AL
1689,270360 Japaratinga,AL
1690,270370 Jaramataia,AL
1691,270375 Jequiá da Praia,AL
1692,270380 Joaquim Gomes,AL
1693,270390 Jundiá,AL
1694,270400 Junqueiro,AL
1695,270410 Lagoa da Canoa,AL
1696,270420 Limoeiro de Anadia,AL
1697,270430 Maceió,AL
1698,270440 Major Isidoro,AL
1699,270490 Mar Vermelho,AL
1700,270450 Maragogi,AL
1701,270460 Maravilha,AL
1702,270470 Marechal Deodoro,AL
1703,270480 Maribondo,AL
1704,270500 Mata Grande,AL
1705,270510 Matriz de Camaragibe,AL
1706,270520 Messias,AL
1707,270530 Minador do Negrão,AL
1708,270540 Monteirópolis,AL
1709,270550 Murici,AL
1710,270560 Novo Lino,AL
1711,270570 Olho d'Água das Flores,AL
1712,270580 Olho d'Água do Casado,AL
1713,270590 Olho d'Água Grande,AL
1714,270600 Olivença,AL
1715,270610 Ouro Branco,AL
