id_registro,id_municipio,casos
1938,3887,1
1939,3890,15
1940,3891,1
1941,3892,1
1942,3893,1
1943,3894,3
1944,3896,1
1945,3897,4
1946,3898,1
1947,3901,7
1948,3905,5
1949,3906,1
1950,3907,1
1951,3910,24
1952,3911,1
1953,3916,1
1954,3917,1
1955,3918,1
1956,3921,5
1957,3923,1
1958,3926,2
1959,3927,1
1960,3929,4
1961,3930,1
1962,3937,5
1963,3939,4
1964,3941,1
1965,3943,1
1966,3946,1
1967,3951,1
1968,3960,11
1969,3961,3
1970,3963,2
1971,3964,15
1972,3973,1
1973,3977,1
1974,3978,2
1975,3981,26
1976,3984,1
1977,3988,1
1978,3989,1
1979,3996,8
1980,4003,1
1981,4006,5
1982,4011,2
1983,4013,1
1984,4016,1
1985,4017,2
1986,4021,1
1987,4027,1
1988,4031,2
1989,4032,74
1990,4034,1
1991,4035,1
1992,4041,3
1993,4046,26
1994,4054,19
1995,4055,2
1996,4069,13
1997,4074,1
1998,4077,1
1999,4078,1
2000,4080,1
2001,4081,1
2002,4082,1
2003,4084,1
2004,4087,1
2005,4089,3
2006,4090,1
2007,4102,1
2008,4104,42
2009,4107,2
2010,4110,2
2011,4111,4
2012,4113,1
2013,4116,12
2014,4118,9
2015,4120,7
2016,4121,14
2017,4122,220
2018,4132,12
2019,4138,1
2020,4140,3
2021,4143,2
2022,4145,2
2023,4149,1
2024,4150,1
2025,4151,1
2026,4153,4
2027,4159,5
2028,4163,5
2029,4164,1
2030,4165,1
2031,4166,3
2032,4168,19
2033,4169,1
2034,4184,1
2035,4185,2
2036,4188,1
2037,4189,2
2038,4190,5
2039,4193,1
2040,4197,2
2041,4199,1
2042,4202,2
2043,4204,1
2044,4205,3
2045,4224,10
2046,4226,1
2047,4233,1
2048,4234,2
2049,4235,6
2050,4236,13
2051,4240,1
2052,4242,1
2053,4244,2
2054,4245,3
2055,4248,3
2056,4249,1
2057,4251,1
2058,4259,1
2059,4266,10
2060,4273,19
2061,4276,2
2062,4278,1
2063,4281,3
2064,4282,30
2065,4284,1
2066,4286,2
2067,4289,9
2068,4292,8
2069,4294,9
2070,4297,1
2071,4299,1
2072,4300,6
2073,4301,1
2074,4310,3
2075,4399,3
2076,4412,1
2077,4437,1
2078,4438,1
2079,4440,1
2080,4500,1
2081,4502,1
2082,4565,1
2083,4577,1
2084,4600,1
2085,4602,1
2086,4791,1
2087,4815,1
2088,4847,1
2089,4864,1
2090,4914,1
2091,4946,1
2092,4963,1
2093,4975,1
2094,4988,1
2095,5001,1
2096,5021,1
2097,5027,2
2098,5032,1
2099,5101,7
2100,5102,23
2101,5103,1
2102,5105,1
2103,5106,3
2104,5107,2
2105,5108,6
2106,5109,3
2107,5110,2
2108,5111,2
2109,5113,5
2110,5114,2
2111,5115,45
2112,5117,9
2113,5118,61
2114,5119,729
2115,5120,1
2116,5121,5
2117,5122,24
2118,5124,4
2119,5125,49
2120,5126,9
2121,5127,3
2122,5128,5
2123,5129,1
2124,5130,2
2125,5131,19
2126,5132,25
2127,5133,5
2128,5134,1
2129,5136,10
2130,5137,3
2131,5138,2
2132,5140,2
2133,5141,2
2134,5142,1
2135,5143,21
2136,5144,6
2137,5146,2
2138,5147,5
2139,5149,4
2140,5150,7
2141,5151,2
2142,5152,2
2143,5153,2
2144,5155,37
2145,5156,1
2146,5157,4
2147,5158,1
2148,5159,2
2149,5160,1
2150,5161,5
2151,5162,2
2152,5163,2
2153,5165,9
2154,5166,2
2155,5167,3
2156,5168,12
2157,5170,5
2158,5171,10
2159,5172,19
2160,5175,2
2161,5176,29
2162,5177,3
2163,5178,1
2164,5179,9
2165,5180,404
2166,5181,21
2167,5183,2
2168,5185,4
2169,5188,3
2170,5189,33
2171,5190,17
2172,5191,61
2173,5193,11
2174,5194,5
2175,5196,15
2176,5197,51
2177,5198,2
2178,5199,20
2179,5200,37
2180,5201,3
2181,5202,1
2182,5203,20
2183,5204,13
2184,5205,8
2185,5206,3
2186,5207,11
2187,5208,44
2188,5209,27
2189,5210,152
2190,5211,15
2191,5212,2
2192,5214,14
2193,5215,3298
2194,5218,2
2195,5220,3
2196,5222,10
2197,5223,10
2198,5225,24
2199,5226,1
2200,5227,1
2201,5229,14
2202,5230,2
2203,5231,2
2204,5232,26
2205,5233,4
2206,5235,34
2207,5236,47
2208,5238,77
2209,5239,1
2210,5240,22
2211,5242,9
2212,5243,87
2213,5244,6
2214,5245,4
2215,5248,5
2216,5249,4
2217,5250,2
2218,5251,2
2219,5253,1
2220,5254,1
2221,5255,52
2222,5256,21
2223,5257,50
2224,5259,1
2225,5260,1
2226,5261,13
2227,5262,1
2228,5263,4
2229,5265,6
2230,5266,87
2231,5267,24
2232,5268,8
2233,5269,43
2234,5271,8
2235,5272,2
2236,5273,1
2237,5274,82
2238,5275,16
2239,5276,9
2240,5280,34
2241,5281,9
2242,5282,10
2243,5283,1
2244,5284,4
2245,5286,1
2246,5287,57
2247,5288,3
2248,5290,9
2249,5291,1
2250,5292,1
2251,5295,13
2252,5296,1
2253,5297,1
2254,5299,6
2255,5300,5
2256,5301,7
2257,5303,4
2258,5305,408
2259,5306,29
2260,5307,17
2261,5308,130
2262,5309,1
2263,5310,4
2264,5311,1
2265,5312,25
2266,5313,1
2267,5314,2
2268,5315,2075
2269,5316,5
2270,5317,6
2271,5319,1
2272,5320,15
2273,5321,88
2274,5322,1
2275,5323,72
2276,5325,50
2277,5326,50
2278,5328,8
2279,5329,5
2280,5331,2
2281,5332,6
2282,5334,1065
2283,5336,22
2284,5337,10859
2285,5340,22
2286,5341,1
2287,5342,10
2288,5343,43
2289,5344,15
2290,5345,1
2291,5348,1
2292,5349,43
2293,5350,3
2294,5351,3
2295,5353,10
2296,5355,5
2297,5356,1
2298,5357,1
2299,5360,46
2300,5364,11
2301,5365,54
2302,5366,41
2303,5367,3
2304,5368,1
2305,5369,8
2306,5370,19
2307,5372,16
2308,5373,35
2309,5374,14
2310,5375,4
2311,5376,5
2312,5377,170
2313,5378,16
2314,5379,3
2315,5380,3
2316,5381,10
2317,5383,127
2318,5384,58
2319,5385,4
2320,5387,3
2321,5388,4
2322,5389,35
2323,5390,10
2324,5391,100
2325,5398,4
2326,5399,5
2327,5400,83
2328,5401,14
2329,5403,1
2330,5404,1
2331,5405,12
2332,5406,45
2333,5407,19
2334,5409,1
2335,5410,2
2336,5411,12
2337,5412,1452
2338,5413,9340
2339,5414,693
2340,5415,2
2341,5416,45
2342,5417,3
2343,5418,51
2344,5419,3
2345,5422,1
2346,5423,38
2347,5424,3
2348,5425,1
2349,5426,6
2350,5427,87
2351,5428,136
2352,5429,4
2353,5430,2
2354,5431,30
2355,5432,1
2356,5433,83
2357,5434,12
2358,5435,3
2359,5437,110
2360,5438,1
2361,5440,5
2362,5441,9
2363,5442,3
2364,5444,1
2365,5445,387
2366,5446,997
2367,5449,5
2368,5450,8
2369,5452,1
2370,5453,80
2371,5456,31
2372,5458,1
2373,5459,26
2374,5460,2
2375,5461,18
2376,5462,405
2377,5464,2
2378,5465,15
2379,5466,8
2380,5468,35
2381,5469,1
2382,5470,1
2383,5471,154
2384,5473,2
2385,5474,45
2386,5475,109
2387,5476,230
2388,5479,23
2389,5480,12
2390,5481,10
2391,5482,11
2392,5483,3
2393,5485,842
2394,5487,3
2395,5488,4
2396,5490,142
2397,5491,173
2398,5492,21
2399,5496,4
2400,5497,10
2401,5499,3
2402,5501,12
2403,5502,1
2404,5503,171
2405,5504,34
2406,5505,699
2407,5506,10
2408,5507,160
2409,5508,36
2410,5509,10
2411,5510,6
2412,5511,1
2413,5512,50
2414,5513,46
2415,5514,6
2416,5516,294
2417,5517,1
2418,5518,2
2419,5519,54
2420,5521,13
2421,5522,551
2422,5523,4
2423,5524,12
2424,5525,44
2425,5526,1
2426,5530,4
2427,5531,236
2428,5533,12
2429,5534,8
2430,5535,2
2431,5536,12
2432,5538,38
2433,5541,295
2434,5542,389
2435,5543,3
2436,5544,5
2437,5546,1
2438,5547,3
2439,5548,1
2440,5549,30
2441,5550,3
2442,5551,29
2443,5552,12
2444,5553,9
2445,5554,53
2446,5555,3
2447,5556,145
2448,5557,31
2449,5558,1
2450,5559,374
2451,5560,3
2452,5561,32
2453,5563,24
2454,5564,3
2455,5565,2072
2456,5566,239395
